# halo-id  m200  ra  dec  z  vdisp
451  76247000055010.172  0.129041093  0.710446744  0.136899   501.08
452  77263999989989.094  0.529002315  0.285877950  0.147086   547.32
453  86517999904117.094  0.616172784  0.655493307  0.098948   401.32
454  87106000013327.891  0.631022046  0.949361375  0.137760   377.99
455  91210999962291.453  0.545684172  0.321175489  0.083001   500.28
456  89994000101801.688  0.202636217  0.305441346  0.099567   549.25
457  84450000018078.875  0.491404432  0.412817492  0.133010   399.34
458  84515999914382.359  0.242242974  0.538662712  0.119940   570.35
459  75781000018854.109  0.224229430  0.005190749  0.133201   380.69
460  93761000079942.969  0.072753526  0.731621078  0.130386   430.08
461  87309999955791.141  0.274908556  0.822681887  0.122151   375.03
462  83438000086336.125  0.969305252  0.260858655  0.148657   400.49
463  89109000010064.891  0.297075983  0.207488232  0.146694   558.16
464  90095000079319.281  0.572138127  0.686607292  0.111565   532.03
465  83614999980717.281  0.764106892  0.489751605  0.065140   451.23
466  83866999965079.812  0.602850686  0.763232482  0.125803   330.86
467  88255999967538.703  0.911351594  0.234813107  0.146827   487.16
468  94835000101254.547  0.537416547  0.255825126  0.139768   426.57
469  81244999997329.609  0.119621725  0.988610339  0.145170   513.12
470  81990999943333.047  0.141755118  1.036859966  0.138830   422.29
471  81990999943333.047  0.195567633  0.433230863  0.142096   477.14
472  81247000025011.891  0.353542620  0.414344655  0.129001   445.65
473  78470000070605.938  0.636097463  0.735314195  0.122031   399.96
474  81051000092543.844  0.112037746  0.856741987  0.117961   501.48
475  90989999993646.234  0.260902289  0.011836264  0.148543   417.99
476  85708999990025.891  0.693012650  0.735956476  0.136659   576.75
477  85621000036037.156  0.991984060  0.419523047  0.142691   294.96
478  80812999950444.359  0.981871623  0.474942487  0.146890   455.57
479  85254000070633.578  0.262146708  0.473947649  0.073859   489.51
480  85045999981239.844  0.136114389  0.503595557  0.102864   458.31
481  86720999965302.797  0.074268647  0.920975340  0.148014   535.65
482  86720999965302.797  0.826587934  0.362937727  0.149455   566.42
483  83163000083117.641  0.827952781  0.326921113  0.075337   383.38
484  75377999972794.969  0.441428674  0.331164008  0.132066   356.67
485  77755999983442.953  0.245237959  0.273213841  0.111483   399.40
486  81297000061446.859  0.654582245  0.515753521  0.053464   562.23
487  86619999921451.797  0.104076427  0.189846444  0.138045   409.79
488  86493000034954.484  0.855694790  0.003518497  0.144274   393.44
489  80347000056492.016  0.419467196  0.260619545  0.076869   400.04
490  63396999973222.555  0.094472578  0.829155313  0.018958   455.39
491  82944000091966.797  0.315672466  0.427342122  0.145369   442.84
492  78343999910159.016  0.091613031  0.113380952  0.061602   339.41
493  82514000046555.547  0.502523925  0.137631603  0.132587   615.20
494  81767999947379.578  0.021882240  0.198072181  0.130959   442.78
495  80949999983337.891  0.039095026  0.394613708  0.127570   455.33
496  81556999948779.422  1.008430298  0.121137893  0.130537   473.52
497  81685999990903.016  0.995242590  0.484058341  0.068477   466.13
498  77700999974859.469  0.472240717  0.360375584  0.124842   543.17
499  80564000039348.656  0.310947860  0.172864041  0.102142   448.77
500  79796000062809.516  0.091957035  0.544930190  0.103716   428.79
501  72749000011170.406  0.187996395  0.552424634  0.128577   428.98
502  80976000006579.391  0.608831930  1.037474322  0.082808   428.92
503  79698999954723.312  0.903598842  0.530105363  0.112641   363.79
504  79540000064108.734  0.834007328  0.088417856  0.065693   450.43
505  80743999954415.109  0.618743654  0.737982804  0.127304   355.73
506  82181000081866.656  0.184259645  0.039157509  0.135752   501.27
507  83443999922059.406  0.417652054  0.393084799  0.142361   394.07
508  67188000070761.133  0.321906782  0.356371799  0.145293   440.83
509  78443999997553.703  0.947914497  0.185840913  0.052292   464.10
510  75707999920925.234  0.202137053  0.680929736  0.125457   374.54
511  78925999972392.875  0.770370879  0.718663754  0.111144   479.27
512  62601000033650.570  0.614891713  0.660207441  0.099481   428.56
513  79595999936586.141  0.738063089  0.197026729  0.074530   332.01
514  80348999994129.938  0.804530463  0.327397588  0.074728   393.62
515  57291000024173.125  0.044580596  0.112900113  0.077515   405.27
516  64302999996360.992  0.277643487  0.818571636  0.122440   441.40
517  76056999989854.281  0.908965729  0.884922073  0.093537   475.61
518  78394000074015.438  0.174681278  0.091540076  0.126215   606.37
519  82313999908267.391  0.185327787  0.014874691  0.115709   671.77
520  77993000036692.953  0.495408218  0.374692520  0.131946   528.01
521  81981000091659.688  0.173630066  0.046325402  0.135343   456.47
522  77880000027258.469  0.713122334  0.553969250  0.147979   438.96
523  73147999963140.734  0.676418060  0.060770096  0.112031   393.75
524  82611999930172.531  0.138971842  0.438203306  0.126790   298.26
525  76602999960876.562  0.708732831  0.471696174  0.018266   351.38
526  82060000069742.500  0.809120679  0.477803081  0.140083   432.36
527  79121000070117.344  0.932100068  0.300690560  0.121142   387.38
528  82165000078412.000  1.017657854  0.096978522  0.141335   269.12
529  73481999961700.672  0.145953333  0.534236557  0.121940   567.38
530  72776000049816.750  0.968949205  0.019369490  0.144832   373.19
531  65662000033570.438  0.576801647  0.393159849  0.075957   456.32
532  76214000061833.031  0.630084804  0.198141994  0.034729   455.03
533  70923999978317.984  0.563481294  0.013504503  0.084919   371.31
534  71878999924328.578  0.986838830  0.386897607  0.052631   496.90
535  77789000081632.594  0.888550613  0.569893634  0.113672   503.34
536  76121999956144.500  0.451314219  0.515594696  0.026625   539.58
537  80223000051495.812  0.318812313  0.753493545  0.121708   535.25
538  80223000051495.812  1.039642021  0.040435963  0.120553   429.51
539  72191000039238.781  0.051018592  0.097865324  0.143942   452.38
540  73271000031197.766  0.235671809  0.897327874  0.082226   437.69
541  65627000022110.039  0.238396268  0.500752416  0.083817   484.41
542  79570999991818.625  0.150476703  0.866482670  0.136824   412.41
543  79536000037557.219  0.765288480  0.433031895  0.142146   454.60
544  79829000000838.266  0.679536963  0.294360250  0.143145   490.76
545  63766000025062.664  0.076733051  0.567408285  0.108207   366.91
546  76608999929090.047  0.520835919  0.969087086  0.145632   320.76
547  79882000048724.719  0.107967289  0.496516502  0.146619   455.35
548  69711000046745.758  0.825364458  0.877322910  0.105510   476.29
549  69711000046745.758  0.208825154  0.029640054  0.106178   513.98
550  76799999994427.469  0.469191627  0.162814086  0.101546   654.07
551  69288000065040.820  0.168017262  0.267569446  0.114542   416.91
552  79204999944374.422  0.928085811  0.770945092  0.140904   552.81
553  68117000067284.945  0.106186879  0.504442042  0.147634   350.55
554  74796999950523.984  0.921919563  0.033297391  0.131818   504.11
555  72088999976031.391  0.189319355  0.953684555  0.146982   430.05
556  71571999957125.344  0.126229542  0.551564186  0.140237   578.54
557  78424000066833.141  0.427446842  0.168587461  0.113158   508.58
558  79393000034253.672  0.999543081  0.264152092  0.092806   590.76
559  75767000057999.875  0.890749728  0.621438443  0.115683   528.98
560  72430999963752.828  0.199354998  0.343674528  0.093670   524.88
561  72176000040943.656  0.546193808  0.631933108  0.108152   488.62
562  78934999944800.234  0.781097672  0.038738979  0.147385   517.00
563  75975000043388.328  0.068357391  0.737661663  0.102893   508.39
564  72388999964030.000  0.662074944  0.343234705  0.142366   362.94
565  72388999964030.000  0.748109204  0.481984890  0.142245   392.86
566  77689999919836.094  0.876849926  0.690806554  0.124998   467.88
567  68637999938652.227  0.850727583  0.321749702  0.139336   501.96
568  72940000003734.750  0.098993155  0.179711317  0.107244   462.18
569  72620000070752.609  0.224604676  0.845119840  0.134819   318.73
570  72258000043793.500  0.964191437  0.336255134  0.099250   603.76
571  72512999986079.500  0.551832967  0.849467455  0.110417   442.75
572  74313999979261.797  0.320671089  0.824877511  0.082640   457.86
573  72845000060804.250  0.979531136  0.039442347  0.121655   396.17
574  68960000029112.391  0.266932401  0.857171338  0.132322   385.93
575  75829000045946.406  0.600737093  0.287790831  0.116330   488.21
576  68011000071455.438  0.192384153  0.430982879  0.140325   308.28
577  73759999992260.047  0.955082564  0.265576280  0.070948   385.44
578  78400999978419.469  0.029360452  0.336632125  0.020401   614.68
579  73920999937324.828  0.079703078  0.169696792  0.096199   543.56
580  70089000048568.773  0.340728413  0.844575297  0.139992   456.39
581  74101000023211.078  0.538313647  0.811429749  0.099618   504.54
582  70167000064010.938  0.948808105  0.395371181  0.100528   608.20
583  72537999975243.266  0.292604449  0.482328720  0.105698   474.70
584  62058999969378.297  0.464402443  0.961569953  0.144484   449.01
585  66962999971102.812  0.948500927  0.288415659  0.067563   461.62
586  75257000021896.219  0.602538272  0.506391575  0.125463   486.32
587  68195999985497.672  0.122103060  0.535084787  0.101035   414.98
588  73853000070725.672  0.798367705  0.173301246  0.122256   536.67
589  54214999986332.984  0.183788406  0.140555030  0.081500   535.06
590  69295999938447.125  0.419163509  0.424671768  0.146563   345.56
591  73838999929137.078  0.956471846  0.427082068  0.085901   543.86
592  68246999933074.164  0.491805858  0.440542047  0.133512   411.33
593  64627999954412.789  0.564011874  1.010885976  0.135572   394.66
594  73435999972026.234  0.338773644  0.667455794  0.139266   564.31
595  72763999968544.734  0.567982498  0.938355328  0.138543   552.26
596  72205999995964.469  0.077955480  0.118348333  0.138985   446.55
597  67113000072634.367  0.037733146  0.445071177  0.098311   304.21
598  66096999962727.320  0.351127084  0.627047931  0.112876   283.72
599  73149999922296.250  0.778933464  0.327819957  0.030327   409.71
600  66064999950460.578  0.319983429  0.536824881  0.070361   427.60
601  70025999928536.586  0.821371145  0.268346118  0.140853   397.84
602  71555999935187.844  0.555381221  0.945282540  0.071336   438.52
603  75908999962960.141  0.715827594  0.412615034  0.142010   488.18
604  69967000014171.711  0.734127371  0.866430310  0.092774   482.10
605  63752999998163.211  0.599204693  0.605332544  0.103978   452.53
606  68450999981045.539  1.021347480  0.259340219  0.124429   583.24
607  69722999934811.539  0.135512250  0.022004588  0.094550   449.43
608  65165999988116.617  0.340707469  0.108115468  0.104188   483.90
609  73161999983282.844  0.858729917  0.891856266  0.107372   455.32
610  73161999983282.844  0.220222154  0.016898557  0.108645   552.88
611  72082999981018.172  0.957887308  0.274856196  0.133884   318.14
612  65323000034473.367  0.100814755  0.911121211  0.141087   303.56
613  70967000063271.641  0.633551028  0.365962383  0.068848   602.99
614  67809000038865.133  0.685622926  0.411134995  0.058598   390.95
615  65183999951960.117  0.488163356  0.171328326  0.099978   397.16
616  65485000022574.594  0.859660178  0.745740792  0.111809   530.39
617  70193999942309.109  0.853657990  0.485835087  0.081784   424.09
618  72375000044080.094  0.355881361  0.046954069  0.142023   412.37
619  73082000004767.656  0.387051196  0.369959187  0.132943   378.56
620  65829999986042.875  0.600531144  0.679983767  0.099276   443.30
621  65852000073606.672  0.186978868  0.240000225  0.088480   492.58
622  64467999964349.812  0.565699608  0.613223178  0.138379   425.36
623  66908999983846.578  0.258481517  0.195607776  0.113383   485.96
624  73889000010599.875  0.095335818  0.141440610  0.141506   415.81
625  64793000028483.375  0.068062605  0.822702831  0.085139   449.91
626  61073000037274.117  0.354195373  1.023324938  0.101437   415.54
627  70079999974177.773  0.012702506  0.377696231  0.147056   476.11
628  61122000064459.062  0.095494119  0.569486972  0.148559   442.40
629  70436000034943.109  0.776172353  0.110481611  0.114332   301.57
630  65566999985375.633  0.713979290  0.001203898  0.084027   425.98
631  67809999941134.352  1.005608100  0.172999130  0.129161   462.72
632  67268000075922.930  0.398395836  0.279371363  0.074408   349.02
633  65924999929342.281  0.254926281  0.809865934  0.122781   383.83
634  73730999966169.594  0.851659588  0.520457183  0.103634   745.18
635  68154000011326.305  0.029588392  0.374413267  0.132260   378.25
636  71174000001303.391  0.862674361  0.989306725  0.090496   492.70
637  66795999993955.094  0.903899038  0.331692843  0.124385   386.83
638  68312999997518.859  0.484828032  0.412592345  0.071185   275.28
639  62533999956249.891  0.888756562  0.591984266  0.115541   397.53
640  65764999931735.305  0.310597048  0.602082741  0.144281   520.02
641  98104999975024.750  0.816625594  0.015882549  0.097278   653.22
642  63223000038250.797  1.024892243  0.063448303  0.073409   436.31
643  67563999960950.555  1.014242244  0.420039664  0.146528   409.62
644  73063000072189.250  0.875144739  0.134316525  0.147727   464.71
645  67564999984261.836  0.418118057  0.740272676  0.142513   379.24
646  67367000046660.891  0.817990442  0.068333654  0.053675   337.01
647  67106999963727.562  0.200199737  1.019827298  0.139705   424.23
648  61516999990434.680  0.681126958  0.742312965  0.131525   452.40
649  47137999992800.922  0.919449922  0.488671247  0.119079   358.15
650  69038999970539.453  0.335429593  0.965324156  0.091807   317.63
651  70465999921140.062  0.109918044  0.643373741  0.124868   388.55
652  70931000054602.562  0.719162918  0.437150872  0.119725   475.31
653  69268999999707.367  0.398149745  0.276170429  0.137351   407.38
654  70039000047817.641  0.853061088  0.063115120  0.131420   402.34
655  61606000068798.625  0.699685044  0.391395321  0.089989   364.20
656  67501000034863.789  0.211652588  0.315255332  0.148042   436.04
657  46589000029634.109  0.802840984  0.847175838  0.081003   265.02
658  64195999943882.906  0.604215534  0.653189473  0.079451   392.91
659  62830000041095.594  0.883592132  0.146586713  0.145656   615.23
660  63721000037348.719  0.978099966  0.376240627  0.052462   410.79
661  70881999989378.422  0.063079864  1.005283469  0.093197   440.92
662  56988999951631.820  0.579978146  0.390897902  0.079458   443.35
663  61759999953401.438  0.609144344  0.489505514  0.117935   479.27
664  71865999988319.906  0.582606612  1.016861983  0.083441   528.44
665  62084999934749.094  0.446776363  0.148014043  0.090717   363.33
666  62380999936192.664  0.215485331  0.534896292  0.122469   527.70
667  71159999932511.406  0.189029630  0.976461102  0.095637   420.99
668  63848000029342.734  0.320021826  0.858194101  0.126768   509.87
669  62442999991980.180  0.537125077  0.958623837  0.108271   391.41
670  68122000004867.055  0.610751792  0.895504005  0.137427   438.36
671  67510000001737.953  0.182112890  0.032274978  0.147807   429.22
672  64723999968149.094  0.276030803  0.451308983  0.125724   420.58
673  63032999930325.289  1.021122332  0.529086091  0.147728   374.18
674  67055999924378.633  0.645733426  0.060325735  0.125073   392.42
675  64820000045344.422  0.110536065  0.359775191  0.126544   393.18
676  64777000033577.727  0.038773711  0.947195421  0.142067   434.80
677  64777000033577.727  0.998216631  0.523991475  0.141582   413.54
678  57393999948535.922  0.748508884  0.744620291  0.074022   334.19
679  67734999978053.508  0.694333864  0.188019084  0.079227   403.35
680  65478000062306.414  0.587846091  0.282406490  0.073225   491.31
681  69693999996138.891  0.374586055  0.198426483  0.120417   379.07
682  64055000069713.578  0.101785508  0.359590186  0.145489   317.41
683  64044000021941.250  1.027550380  0.249084664  0.140728   463.77
684  70409999948402.797  0.031425002  0.385161005  0.125915   450.05
685  64170999983366.680  0.112583860  0.621066688  0.137568   482.09
686  70306000028572.500  1.017734648  0.109860971  0.128436   434.07
687  65470000011758.922  0.187909129  0.153187898  0.147741   466.70
688  64109000055682.656  0.799750006  0.092514493  0.142105   375.95
689  70172000047750.883  0.583442625  0.083098267  0.123620   357.52
690  43325999962256.539  0.751044848  0.936397069  0.087894   524.72
691  63034999975353.391  0.715087574  0.199642977  0.075989   553.80
692  70103000058418.805  0.020188398  0.111142567  0.138216   473.90
693  69972999981651.977  0.190394477  0.831343956  0.147426   400.01
694  52210999957299.289  0.340438688  0.730113114  0.122852   358.04
695  62767000045165.938  0.054231743  0.097531442  0.141943   366.51
696  69583999948526.617  0.181824911  0.140283457  0.126826   589.43
697  67536000029494.508  0.596003760  1.018396128  0.141581   501.39
698  62676999995897.500  0.451609180  0.352739768  0.139831   360.22
699  56658999974592.102  0.746386564  0.421488288  0.083780   340.15
700  68501000077038.516  0.536039483  0.063649191  0.118658   466.31
701  64287999989911.141  0.750311809  0.102257445  0.115970   252.45
702  63844000011183.859  0.087631411  0.121903394  0.131213   517.29
703  63763999983924.125  0.098203917  0.498603915  0.147205   536.02
704  57154999988557.766  0.958676197  0.149550806  0.047371   397.57
705  55307000024110.055  0.979580005  0.734823758  0.093850   296.23
706  62803000029882.461  0.622372194  0.208661093  0.095946   364.12
707  55988000008964.484  1.024307558  0.172934727  0.108748   418.15
708  56129999971608.672  0.033033672  0.636102699  0.102893   471.50
709  64232999970973.836  0.958372510  0.266599043  0.107689   401.02
710  37048999973657.539  0.237642286  0.129024861  0.105118   398.54
711  65892000036868.289  0.209662912  0.252514236  0.134891   343.59
712  63314999969371.547  0.171322043  0.108855662  0.126593   387.98
713  59577999986024.680  0.063230835  0.898689230  0.014916   469.32
714  62157999981518.820  0.048915296  0.479733416  0.100320   295.62
715  65810000030307.156  0.393758497  0.301338077  0.136397   460.75
716  40684000033701.641  0.088381553  0.708060879  0.124611   445.61
717  64203999989332.617  0.689748884  0.631842350  0.118742   499.32
718  59831000056570.438  0.090820477  0.303613986  0.127963   383.30
719  65655999937232.258  1.011032584  0.676039323  0.141278   346.11
720  64367999966328.195  0.098636759  0.751598117  0.103804   428.01
721  64724999984066.844  0.345784631  0.307661405  0.103326   476.95
722  64949000035822.141  0.063584265  0.443297922  0.006659   472.47
723  62625000017981.445  0.677795124  0.323278611  0.089303   411.17
724  63190999978871.328  0.135482405  0.361098150  0.130480   372.63
725  58844999974903.836  0.543694497  0.247552265  0.145359   384.11
726  65693999976989.680  0.932520693  0.315728316  0.143856   286.22
727  62287999946347.219  0.473588111  0.365581901  0.122705   356.13
728  62244999960463.250  1.014411541  0.224859494  0.099798   483.60
729  63480999931754.883  0.365412604  0.554005902  0.097917   479.90
730  63029000030645.828  0.920397636  0.627390016  0.115286   322.63
731  63223000038250.797  0.179025403  0.103693851  0.147449   472.95
732  54398000038106.180  0.048142988  0.097626737  0.142691   478.85
733  58367000050779.727  0.071771255  0.730085189  0.136544   363.19
734  61399999980041.805  0.498644058  0.379928508  0.131407   356.01
735  62760000012297.844  0.478633858  0.137516237  0.101433   344.41
736  58688000046768.688  0.753926386  0.011842583  0.083183   528.34
737  59645000011037.969  0.449355960  0.964592863  0.146079   330.20
738  65217999934775.508  0.719981478  0.567718954  0.149030   401.03
739  64742999931361.242  0.605353488  0.282652582  0.119380   587.04
740  60500000048413.234  0.553374093  0.631842350  0.068372   451.16
741  56097999985670.172  0.811333756  0.451017513  0.081422   371.05
742  63020999976960.391  0.925265359  0.850244126  0.148615   436.60
743  60866000046607.750  0.278271805  0.167522636  0.113519   478.17
744  61877000068931.578  0.276350198  0.972384013  0.137694   426.20
745  62437000039903.375  0.963674820  0.400279047  0.119465   476.17
746  63460999955493.672  0.794426752  0.040692002  0.116744   461.15
747  58274999974154.500  0.558716545  0.443493399  0.074418   364.30
748  60809000066194.484  0.759350870  0.018688287  0.084566   359.24
749  64546000053570.133  0.238450373  0.526246440  0.123787   337.43
750  60788999979101.773  0.134408155  0.345383206  0.126513   395.41
751  60806999943429.336  0.522869228  0.744264244  0.107944   332.38
752  56583999990307.781  0.796697425  0.991840943  0.142120   417.57
753  63822999948766.750  0.290316322  0.140453277  0.077040   286.36
754  64558000070551.938  0.800270114  0.466563161  0.085578   402.54
755  60803999952636.414  0.932225732  0.406546524  0.083229   385.10
756  53968000019245.617  0.121743173  0.259928395  0.099870   314.56
757  36438000041430.062  0.749557827  0.803661289  0.110806   337.72
758  63482000037537.828  0.188825426  0.117234464  0.078712   381.89
759  63572000041022.328  0.819222644  0.296798475  0.054814   487.40
760  63179000059454.766  0.441863261  0.286429474  0.132313   527.98
761  61047000069671.805  0.742333909  0.550441939  0.100310   505.29
762  62283999995597.234  0.007555932  0.614898694  0.111182   465.40
763  58532000010115.469  0.280905507  0.972624868  0.138643   328.73
764  61794000067008.773  0.457031918  0.833415662  0.119400   556.36
765  54391000054602.836  0.397650581  0.537180928  0.095057   431.25
766  61732000069003.750  0.094673465  0.965130424  0.124938   502.28
767  62112000041722.812  0.326949038  0.171463764  0.127602   471.33
768  61287999953201.766  0.706769335  0.558599608  0.135901   670.70
769  59696000041682.703  0.037530513  0.411887231  0.071204   529.85
770  61075999940076.805  0.938107492  0.840585474  0.121863   458.76
771  60018999972480.102  0.078090569  0.067771658  0.133622   361.40
772  42833999966245.367  0.821639925  0.349221185  0.072514   300.11
773  62750999981862.523  0.985772434  1.023272578  0.104234   414.12
774  62310999985790.156  0.825891547  0.255641866  0.107641   317.74
775  53904999953337.719  0.095470732  0.508309691  0.100000   363.46
776  57202000046191.328  0.178786293  0.055659772  0.146791   405.05
777  58855999995332.266  0.612130602  0.645146995  0.062909   461.22
778  54627000046599.961  0.274662464  0.169905534  0.113896   531.27
779  59160999962076.117  0.722410976  0.738885139  0.079542   473.31
780  63126000002208.211  0.507812273  0.281799116  0.121468   483.33
781  60003999946938.242  0.034158188  0.634041465  0.104561   370.32
782  62922999935987.727  0.811438476  0.115843088  0.093298   437.12
783  63658000017098.773  0.577360153  1.013191556  0.107164   393.92
784  59848999958728.492  0.244478740  0.026345047  0.146390   320.72
785  58223999967534.648  0.227700890  0.512793442  0.082508   392.63
786  59014999937465.367  0.621433207  0.842864874  0.083583   511.88
787  59014999937465.367  0.058625086  0.034319282  0.085756   529.43
788  57381999982496.680  0.319269589  0.387995419  0.088187   403.02
789  60737000016707.492  0.862515536  0.929316268  0.119355   335.48
790  56804000032358.000  0.695658569  0.565392430  0.112901   348.86
791  58775000027475.984  0.454614637  0.846519594  0.078111   363.83
792  59336999974993.258  0.501235872  0.969404736  0.088851   472.90
793  58302999986700.625  0.450827272  0.371950608  0.143330   475.30
794  53639999977822.211  0.615656167  0.172368368  0.097822   356.54
795  58157000058474.195  0.024380155  0.773149443  0.139850   448.42
796  61601999942451.453  0.695508471  0.124172322  0.084885   250.02
797  56043999948403.109  0.402492124  0.062802008  0.143326   380.97
798  62314000005630.242  0.833572741  0.605905012  0.139941   394.13
799  57373999989878.188  0.864665782  0.393428629  0.082545   336.52
800  60167000058330.547  0.096254559  0.542371537  0.135258   453.47
801  51906999968650.891  0.222297351  0.275858015  0.133423   464.05
802  41433000001325.180  0.338492646  0.414899670  0.086077   479.46
803  51094000040060.266  0.116384489  1.024927150  0.132833   408.05
804  51294999982047.352  0.851790488  0.319198031  0.138096   367.34
805  52346000020194.133  1.010957535  0.331671899  0.064264   399.75
806  55188000048077.219  0.217818836  0.066130525  0.139607   409.41
807  47552000027979.391  0.011454282  0.052730236  0.126165   411.60
808  58935000017982.352  0.242721194  0.506379357  0.084380   402.96
809  59028000053421.391  0.223962395  0.185113111  0.123838   421.21
810  50978000004533.859  1.027977985  0.422750161  0.137834   488.15
811  49081999988015.383  0.341169981  0.645839891  0.116613   336.57
812  43958999966723.250  0.349835541  0.869725492  0.081860   340.46
813  37292000038743.172  0.928476765  0.765063332  0.139889   402.28
814  49585000049159.781  0.676995764  0.169368147  0.147355   454.61
815  21961000002855.422  0.227676456  0.473563677  0.086836   327.54
816  57164000058983.328  0.359312678  0.001736343  0.129790   315.27
817  58113999992405.258  1.013872234  0.333645866  0.102071   389.78
818  49129999984748.195  0.649103657  0.597564084  0.061885   360.04
819  52262999943121.375  0.345133624  0.387461349  0.144545   330.37
820  41695999996880.672  0.360831115  0.381429491  0.144680   331.09
821  30277000011048.656  0.201412741  0.544848159  0.073596   396.64
822  53730999950708.930  1.037818152  0.149767227  0.084108   338.77
823  56481999938711.570  0.959386546  0.273892774  0.112893   423.66
824  59892000011894.703  0.962154638  0.189649222  0.075503   436.77
825  56371999966704.625  0.132615353  0.666291659  0.145204   381.52
826  54673999945031.578  0.281437833  0.655032540  0.125441   399.17
827  58535999996585.133  0.698965968  0.019586259  0.128019   376.26
828  56102000019452.930  0.956370617  0.192830957  0.080457   365.94
829  59217000032401.852  0.603327161  0.757893520  0.103599   417.50
830  49414000012019.039  0.230692385  0.807935600  0.105676   396.95
831  43098000018166.055  0.538484689  0.455040497  0.073274   423.66
832  37303999961653.203  0.818327290  0.225503521  0.053450   403.74
833  58551999979759.781  0.275451353  0.004331052  0.127484   381.31
834  56698999959438.242  0.431450627  0.352308672  0.146563   366.31
835  48755999958008.805  0.039190147  0.239441720  0.081670   503.22
836  59923000018927.078  0.156828480  0.197134939  0.096835   383.53
837  48832999944577.812  0.835435008  0.333010567  0.079827   270.52
838  53291000023612.688  0.301311897  0.029539872  0.128736   524.41
839  41234000038882.055  0.203077785  0.031913345  0.136913   421.97
840  49760999956682.141  0.680830252  0.657435859  0.101481   331.28
841  45622999949478.266  0.551359983  0.060708136  0.122074   379.48
842  38523999983309.383  0.535964433  1.031189391  0.134523   362.18
843  57651000018475.766  0.159885599  1.041132532  0.137561   305.27
844  50320999999430.859  0.188408293  0.327175931  0.122072   389.12
845  56768000024101.734  0.829404895  0.443919259  0.085167   459.36
846  51021999950659.188  0.213062814  0.261926797  0.096325   482.77
847  34858000034860.355  0.862323550  0.254474241  0.053814   315.11
848  54671000032003.242  0.454262080  0.835850396  0.132661   356.60
849  60213000047733.297  0.473696322  0.375730991  0.104261   424.78
850  59816999988312.867  0.225594278  0.560048232  0.125427   463.46
851  53130999997745.211  0.888028759  0.996766262  0.120460   301.26
852  57258999998107.188  0.996096056  0.411367123  0.142330   334.69
853  46973999951504.938  0.134525266  0.971549745  0.122136   378.45
854  56512000057064.992  0.537985525  0.831242727  0.144019   430.72
855  50455000056958.383  0.519507724  0.621195842  0.109842   333.16
856  46224000053204.391  0.530826184  0.387246673  0.146274   354.66
857  49631000028161.672  0.411080889  0.947977329  0.076730   421.96
858  51980999986228.320  0.559479254  0.680022164  0.137579   368.49
859  46646000005892.781  0.182064021  0.383979417  0.125176   544.79
860  35478999963750.328  0.184362620  0.106355303  0.148169   461.71
861  34564999982613.688  0.740939391  0.230147842  0.127370   364.66
862  32255999968106.633  0.915563074  0.508541820  0.049123   247.02
863  56539000013593.438  0.713811739  0.351792055  0.135467   589.11
864  54950000030428.680  0.142131062  0.734719038  0.090761   269.14
865  56013999992618.031  0.735115228  0.703449719  0.142647   418.31
866  54780000010350.359  0.767445707  0.204596222  0.107790   299.02
867  50014999983733.695  0.189092462  0.374678557  0.095078   375.22
868  52733750005003.344  0.410438608  0.062706364  0.025556   503.69
869  55813000016546.477  0.226934691  0.535170309  0.121271   415.93
870  53022999983466.945  0.228948801  0.529180339  0.121618   387.53
871  50676999952052.281  0.270356737  0.706031061  0.133291   300.61
872  55861999938604.258  0.216586634  0.324809264  0.104665   383.92
873  46032999993115.875  0.507288674  0.767241503  0.140785   245.36
874  46108999951610.914  0.645150486  0.221531151  0.127129   414.66
875  51230999983425.211  0.409525801  0.796100522  0.127177   350.72
876  47596000016178.641  0.115804341  1.009660755  0.094899   421.99
877  48000999990821.219  0.858209809  0.502813650  0.146819   376.59
878  33556000021284.773  0.123011504  0.197723115  0.148263   288.54
879  59121999985958.500  0.287192183  0.121744918  0.140890   477.48
880  46042000051779.516  0.421573809  0.312564034  0.088964   415.37
881  41339999972274.375  0.604187608  0.816630830  0.091551   302.84
882  41339999972274.375  0.091569572  0.102991356  0.090423   302.13
883  52434999958906.141  0.721625578  0.617881462  0.106969   351.00
884  50480999947828.164  0.517816500  0.532744301  0.136387   368.43
885  48042000012078.188  0.959897927  0.199608071  0.109658   420.75
886  47741999951111.500  0.447846250  0.401952817  0.142013   335.48
887  46889000037251.227  0.305092280  0.157803944  0.106689   428.55
888  46466999947942.172  0.142476114  0.703898269  0.137725   416.75
889  46018000025445.133  0.525207969  0.293702261  0.148229   406.53
890  45113000051784.461  0.881328440  0.074713706  0.053038   502.04
891  44594000049778.492  0.056950443  0.104576987  0.133528   416.30
892  33646000031752.938  0.903542991  0.215504529  0.148405   408.48
893  41897999959031.500  0.147916829  0.711404930  0.117278   266.54
894  37858999964057.266  0.045645596  0.102719084  0.142127   347.11
895  38750999973477.148  0.139855153  0.408340722  0.092422   264.82
896  35838999981064.195  0.292719641  0.841927633  0.101099   338.55
897  30969999974557.184  0.615364697  1.024983000  0.066257   319.69
898  31866999973438.652  0.194621665  0.770578573  0.074229   301.26
899  57510999977983.922  0.993123760  0.086308277  0.144839   584.40
900  52537999978288.555  0.843819569  0.290811996  0.092434   502.61
