# halo-id  ra  dec  vres  m200  vdisp200  r200  Ngal  M200err(stat)  M200err(syst)  N200
 358  0.978  0.472  43639  1.2e+14   486  0.9   409  0.18  0.01    27
 359  0.256  0.476  37440  1.6e+14   534  1.1   121  0.43  0.01    36
 360  0.411  0.421  43863  1.8e+14   557  1.1   207  0.09  0.01    33
 361  1.003  0.297  37789  8.2e+13   427  0.8   212  0.23  0.01    40
 362  0.200  0.695  36647  2.8e+14   643  1.3   281  0.18  0.01    50
 363  0.716  0.030  37983  9.4e+14   972  1.9   402  0.07  0.00    71
 364  0.610  0.866  26565  2.2e+14   594  1.2   322  0.13  0.01    43
 365  0.069  0.065  27540  1.1e+14   471  0.9   303  0.21  0.01    39
 366  0.962  0.767  28202  1.3e+14   502  1.0    71  0.71  0.01    30
 367  0.467  0.326  36506  9.9e+13   455  0.9   424  0.22  0.01    40
 368  0.310  0.721  37207  2.0e+14   578  1.1   144  0.18  0.01    38
 369  0.771  0.610  42153  3.6e+14   704  1.4   425  0.09  0.01    47
 370  0.059  0.233  41897  7.9e+13   423  0.8   208  0.29  0.01    29
 371  0.236  0.616  38119  1.7e+14   552  1.1   266  0.10  0.01    31
 372  0.008  0.265  34503  7.5e+13   415  0.8   208  0.60  0.01    26
 373  0.401  0.377  40284  1.9e+14   563  1.1   294  0.16  0.01    40
 374  0.880  0.384  37915  1.1e+14   465  0.9   434  0.21  0.01    23
 375  0.832  0.288  41736  6.6e+13   398  0.8   224  0.41  0.01    33
 376  0.695  0.374  40752  4.6e+13   354  0.7   256  0.35  0.01    25
 377  0.261  0.571  35232  1.1e+14   473  0.9   217  0.19  0.01    37
 378  0.960  0.592  43908  6.2e+13   391  0.8   278  0.19  0.01    31
 379  0.845  0.450  39069  8.3e+13   429  0.8   191  0.37  0.01    27
 380  0.220  1.005  42017  1.3e+14   501  1.0   273  0.13  0.01    41
 381  0.505  0.942  21282  3.0e+14   659  1.3   165  0.25  0.01   144
 382  0.096  0.966  37183  1.8e+14   556  1.1   266  0.19  0.01    72
 383  0.702  0.554  42329  3.8e+14   718  1.4   407  0.08  0.01    43
 384  0.250  0.107  42508  2.0e+14   580  1.1   375  0.13  0.01    32
 385  0.867  0.476  24569  8.6e+13   431  0.9   175  0.23  0.01    29
 386  0.616  0.508  43383  1.5e+14   524  1.0   218  0.49  0.01    11
 387  0.505  0.348  34501  2.3e+14   601  1.2   141  0.19  0.01    42
 388  0.918  0.988  27773  2.6e+14   627  1.2    99  0.24  0.01    36
 389  0.554  0.473  43224  8.9e+13   441  0.9   280  0.14  0.01    30
 390  0.024  0.847  42197  1.0e+14   459  0.9   195  0.42  0.01    27
 391  0.742  0.348  42778  8.2e+13   428  0.8   271  0.12  0.01    35
 392  0.771  0.554  38227     -1      -1   -1   214    -1    -1    -1
 393  0.115  0.978  42959  9.4e+13   449  0.9   286  0.49  0.01    15
 394  1.023  0.428  43925  7.2e+13   410  0.8   396  0.12  0.01    16
 395  0.513  0.375  40135  4.5e+14   761  1.5   328  0.15  0.01    42
 396  0.605  0.382  34201     -1      -1   -1   167    -1    -1    -1
 397  0.396  0.717  43028     -1      -1   -1   114    -1    -1    -1
 398  0.358  0.539  29345  1.7e+15  1185  2.3   332  0.06  0.00    94
 399  0.192  0.031  43412  7.0e+13   406  0.8   890  0.08  0.01    34
 400  0.832  0.793  41396  1.4e+14   516  1.0   162  0.39  0.01    37
 401  0.823  0.322  23268  9.5e+14   966  1.9   233  0.07  0.00   118
 402  0.509  1.004  37807  6.1e+13   388  0.8   161  0.33  0.01    40
 403  0.182  0.114  43295  1.1e+14   476  0.9   438  0.13  0.01    44
 404  0.895  0.362  37744  2.3e+14   604  1.2   237  0.16  0.01    38
 405  0.939  0.856  27235  1.4e+14   512  1.0   220  0.25  0.01    32
 406  0.478  0.359  38072  8.7e+13   436  0.9   347  0.15  0.01    30
 407  0.392  0.327  40151  4.7e+14   769  1.5   444  0.10  0.01    67
 408  0.059  0.402  38293  1.8e+14   560  1.1   381  0.17  0.01    27
 409  0.865  0.785  39155  1.2e+14   491  1.0   236  0.27  0.01    24
 410  0.028  0.721  26309  5.9e+13   380  0.8   121  0.49  0.01    34
 411  0.367  0.440  41802  6.7e+15  1886  3.7   169  0.04  0.01    26
 412  0.503  0.114  30630  2.0e+13   266  0.5   180  0.75  0.01    13
 413  0.224  0.691  36708  7.4e+13   413  0.8   323  0.20  0.01    29
 414  0.131  0.627  40803  6.2e+13   389  0.8   165  0.19  0.01    17
 415  0.505  0.454  40595  8.0e+13   425  0.8   227  0.55  0.01    15
 416  0.232  0.154  30687  1.6e+14   530  1.1   268  0.19  0.01    31
 417  1.012  0.116  39363  2.8e+14   643  1.3   677  0.10  0.01    55
 418  0.790  0.364  16071  8.6e+13   431  0.9   103  0.17  0.01    42
 419  0.529  0.062  25271     -1      -1   -1   210    -1    -1    -1
 420  0.773  0.178  35267  3.2e+14   675  1.3   174  0.15  0.01    35
 421  0.681  0.861  24242  4.1e+13   338  0.7    97  0.62  0.01    25
 422  0.967  0.991  38428  7.8e+13   421  0.8   146  0.38  0.01    29
 423  0.502  0.989  25558  1.3e+14   502  1.0   108  0.35  0.01    27
 424  0.389  0.278  42585  2.3e+14   604  1.2   346  0.07  0.01    26
 425  0.381  0.629  35424  3.8e+14   717  1.4   213  0.13  0.01    28
 426  0.976  0.423  25513  1.6e+14   537  1.1   158  0.19  0.01    36
 427  0.718  0.783  32882  1.4e+14   515  1.0   163  0.20  0.01    31
 428  0.022  0.184  24477  4.5e+13   348  0.7    87  0.53  0.01    20
 429  0.761  0.271  31320  9.6e+13   450  0.9   152  0.47  0.01    29
 430  0.889  0.559  33951  6.2e+13   389  0.8   312  0.36  0.01    39
 431  0.173  0.324  36673  7.5e+13   414  0.8   189  0.26  0.01    29
 432  0.969  0.371  15720  2.3e+14   597  1.2    99  0.19  0.01    24
 433  0.816  0.104  34989  1.4e+14   516  1.0   194  0.36  0.01    37
 434  0.450  0.272  41695  9.7e+13   453  0.9   511  0.10  0.01    38
 435  0.122  0.310  33767  1.1e+14   473  0.9   144  0.18  0.01    29
 436  0.438  0.266  42016  2.2e+14   597  1.2   562  0.10  0.01    30
 437  0.782  0.974  35371  9.9e+13   455  0.9   200  0.17  0.01    37
 438  0.612  0.539  42855  1.5e+14   522  1.0   226  0.23  0.01    38
 439  0.938  0.246  38628  1.4e+14   508  1.0   303  0.21  0.01    32
 440  0.037  0.969  43765  7.6e+13   417  0.8   108  0.21  0.01    32
 441  0.486  0.768  36187  6.8e+13   400  0.8   112  0.26  0.01    30
 442  0.957  0.515  43033  2.8e+14   647  1.3   248  0.08  0.01    28
 443  0.452  0.679  27252  1.5e+14   523  1.0   134  0.33  0.01    29
 444  0.100  0.541  23296  6.3e+13   388  0.8   131  0.27  0.01    48
 445  1.008  0.137  31101  1.9e+14   569  1.1   136  0.20  0.01    36
 446  0.157  0.156  25093  1.3e+14   490  1.0   228  0.26  0.01    36
 447  0.860  0.048  40354  1.1e+14   474  0.9   188  0.27  0.01    23
 448  0.877  0.521  33247  2.9e+14   655  1.3   164  0.34  0.01    35
 449  0.138  0.088  23614  2.7e+14   638  1.3   140  0.24  0.01    43
 450  0.971  0.189  32645  1.0e+14   463  0.9   233  0.23  0.01    25
 451  0.129  0.710  41048  1.1e+14   480  0.9   212  0.36  0.01    30
 452  0.529  0.286  43904  6.0e+13   385  0.8   290  0.30  0.01    18
 453  0.616  0.655  29884  7.6e+13   416  0.8   191  0.20  0.01    38
 454  0.631  0.949  41367  1.2e+14   486  1.0   123  0.49  0.01    30
 455  0.546  0.321  24899  2.0e+14   573  1.1    84  0.21  0.01    30
 456  0.203  0.305  30016  1.0e+14   462  0.9   138  0.22  0.01    33
 457  0.491  0.413  40099  2.0e+14   579  1.1   219  0.15  0.01    26
 458  0.242  0.539  36802  3.2e+13   313  0.6   410  0.24  0.01    21
 459  0.224  0.005  40145  1.7e+14   542  1.1   268  0.17  0.01    40
 460  0.073  0.732  40245  5.2e+14   794  1.6   400  0.14  0.01    94
 461  0.275  0.823  37019  9.3e+13   445  0.9   272  0.21  0.01    25
 462  0.969  0.261  40045     -1      -1   -1   176    -1    -1    -1
 463  0.297  0.207  43288  8.3e+13   431  0.8   270  0.18  0.01    33
 464  0.572  0.687  29710  1.5e+14   523  1.0   194  0.52  0.01    15
 465  0.764  0.490  19583  2.6e+14   622  1.3    83  0.42  0.01    37
 466  0.603  0.763  37545  7.0e+13   406  0.8   128  0.42  0.01    23
 467  0.911  0.235  44223  7.1e+13   409  0.8   159  0.25  0.01    30
 468  0.537  0.256  42983  9.6e+14   981  1.9   723  0.06  0.00    63
 469  0.120  0.989  43143  2.1e+14   586  1.1   290  0.19  0.01    44
 470  0.142  1.037  41341  2.3e+14   605  1.2   154  0.16  0.01    28
 471  0.196  0.433  42589  5.5e+13   374  0.7   279  0.40  0.01    27
 472  0.354  0.414  38724  1.5e+14   524  1.0   164  0.21  0.01    32
 473  0.636  0.735  37139  1.0e+14   461  0.9   248  0.14  0.01    32
 474  0.112  0.857  35292  1.4e+14   506  1.0   132  0.31  0.01    28
 475  0.261  0.012  44291  5.0e+13   363  0.7   143  0.49  0.01    18
 476  0.693  0.736  40629  1.4e+14   509  1.0   216  0.19  0.01    23
 477  0.992  0.420  42928  9.9e+13   457  0.9   281  0.16  0.01    36
 478  0.982  0.475  43656  7.3e+13   413  0.8   425  0.18  0.01    68
 479  0.262  0.474  23673  8.9e+14   947  1.9   184  0.09  0.00    35
 480  0.136  0.504  34529  9.7e+13   452  0.9   148  0.24  0.01    16
 481  0.074  0.921  42428  3.2e+13   313  0.6   221  0.23  0.01    18
 482  0.827  0.363  41562  5.8e+14   828  1.6   174  0.08  0.01    23
 483  0.828  0.327  26140  6.6e+15  1856  3.7   181  0.03  0.01    24
 484  0.441  0.331  39738  2.3e+14   603  1.2   304  0.12  0.01    31
 485  0.245  0.273  33503  1.8e+14   558  1.1   168  0.25  0.01    24
 486  0.655  0.516  16135  1.1e+14   469  1.0    67  0.15  0.01    26
 487  0.104  0.190  37660     -1      -1   -1   127    -1    -1    -1
 488  0.856  0.004  43166  1.5e+14   520  1.0   240  0.12  0.01    41
 489  0.419  0.261  27461  3.2e+13   310  0.6   105  0.80  0.01     0
 490  0.094  0.829   5705  1.3e+14   491  1.0    32  0.17  0.01    31
 491  0.316  0.427  43577  1.2e+14   482  0.9   202  0.10  0.01    35
 492  0.092  0.113  23140  3.6e+13   321  0.6   114  0.78  0.01     5
 493  0.503  0.138  39736  1.1e+14   478  0.9   169  0.20  0.01    44
 494  0.022  0.198  39252  4.6e+13   353  0.7   178  0.39  0.01    25
 495  0.039  0.395  38490  3.7e+14   707  1.4   526  0.09  0.01    27
 496  1.008  0.121  39313  8.1e+13   426  0.8   661  0.16  0.01    31
 497  0.995  0.484  20643  1.6e+14   526  1.1    59  0.26  0.01    27
 498  0.472  0.360  37919  1.1e+14   472  0.9   299  0.15  0.01    35
 499  0.311  0.173  30520  1.1e+14   475  0.9   287  0.19  0.01    36
 500  0.092  0.545  30747  4.4e+13   347  0.7   154  0.33  0.01    35
 501  0.188  0.552  38258  1.3e+14   500  1.0   291  0.23  0.01    37
 502  0.609  1.037  24865  1.1e+14   467  0.9    63  0.28  0.01    28
 503  0.904  0.530  33826  2.1e+14   581  1.1   266  0.09  0.01    23
 504  0.834  0.088  15993     -1      -1   -1    48    -1    -1    -1
 505  0.619  0.738  38147  9.5e+13   449  0.9   162  0.29  0.01    27
 506  0.184  0.039  44014  8.6e+13   436  0.9   348  0.47  0.01     0
 507  0.418  0.393  42478  6.8e+13   402  0.8   322  0.11  0.01    25
 508  0.322  0.356  43642  2.4e+14   613  1.2   299  0.07  0.01    33
 509  0.948  0.186  15362  6.6e+13   394  0.8    78  0.27  0.01    28
 510  0.202  0.681  36728  1.5e+14   524  1.0   255  0.20  0.01    21
 511  0.770  0.719  33058  1.1e+14   468  0.9   300  0.15  0.01    32
 512  0.615  0.660  29908  1.5e+14   527  1.0   184  0.21  0.01    23
 513  0.738  0.197  22929  8.0e+13   421  0.8    91  0.50  0.01    24
 514  0.805  0.327  22870  3.9e+13   331  0.7   165  0.26  0.01    25
 515  0.045  0.113  23311  7.3e+13   408  0.8   100  0.41  0.01    26
 516  0.278  0.819  36920  1.2e+14   486  1.0   249  0.21  0.01    16
 517  0.909  0.885  31532     -1      -1   -1   100    -1    -1    -1
 518  0.175  0.092  39436  7.9e+14   914  1.8   416  0.11  0.01   106
 519  0.185  0.015  29514  7.4e+13   411  0.8    86  0.73  0.01     0
 520  0.495  0.375  39790  1.1e+14   467  0.9   400  0.19  0.01    22
 521  0.174  0.046  44094     -1      -1   -1   252    -1    -1    -1
 522  0.713  0.554  42546  1.3e+15  1096  2.1   367  0.04  0.00    63
 523  0.676  0.061  33787  2.0e+14   578  1.1   162  0.16  0.01    33
 524  0.139  0.438  38155  1.3e+14   505  1.0   257  0.34  0.01    27
 525  0.709  0.472   5607  1.4e+14   504  1.0    36  0.25  0.01    32
 526  0.809  0.478  41991  9.5e+13   450  0.9   217  0.11  0.01    39
 527  0.932  0.301  36259  8.0e+13   423  0.8   275  0.21  0.01    23
 528  1.018  0.097  42600  6.1e+13   387  0.8   396  0.14  0.01    23
 529  0.146  0.534  35774  1.9e+14   569  1.1   253  0.13  0.01    33
 530  0.969  0.019  43154  6.8e+12   185  0.4   248  0.81  0.02     7
 531  0.577  0.393  23034  3.5e+14   695  1.4   154  0.24  0.01    63
 532  0.630  0.198  10617  1.1e+14   464  0.9    49  0.30  0.01    28
 533  0.563  0.014  25232  3.0e+14   660  1.3   227  0.21  0.01    48
 534  0.987  0.387  15423  4.9e+13   355  0.7   158  0.13  0.01    23
 535  0.889  0.570  33973  2.3e+14   608  1.2   257  0.37  0.01    30
 536  0.451  0.516   8409  1.1e+15   998  2.0    38  0.13  0.00    38
 537  0.319  0.753  36457  2.3e+14   608  1.2   135  0.21  0.01    37
 538  1.040  0.040  36283  1.2e+14   481  0.9    95  0.26  0.01    28
 539  0.051  0.098  42906  5.0e+13   362  0.7   593  0.15  0.01    23
 540  0.236  0.897  24490  2.9e+14   647  1.3    92  0.16  0.01    35
 541  0.238  0.501  25135  1.3e+14   500  1.0   218  0.32  0.01    46
 542  0.150  0.866  41343  1.1e+14   479  0.9   134  0.38  0.01    20
 543  0.765  0.433  42708  1.0e+14   465  0.9   197  0.21  0.01    29
 544  0.680  0.294  43379  2.2e+14   599  1.2   209  0.12  0.01    31
 545  0.077  0.567  36388  5.1e+14   792  1.6   362  0.32  0.01     7
 546  0.521  0.969  43255  5.2e+14   799  1.6   233  0.07  0.01    33
 547  0.108  0.497  44193  1.3e+14   495  1.0   258  0.06  0.01    22
 548  0.825  0.877  31575  1.3e+14   495  1.0   140  0.30  0.01    39
 549  0.209  0.030  31897  7.4e+13   413  0.8   229  0.25  0.01    23
 550  0.469  0.163  30631  2.3e+14   602  1.2   408  0.13  0.01    39
 551  0.168  0.268  34542  1.6e+14   532  1.1   285  0.27  0.01    44
 552  0.928  0.771  42070  2.6e+14   629  1.2   300  0.20  0.01    30
 553  0.106  0.504  44210  1.2e+14   492  1.0   247  0.49  0.01    13
 554  0.922  0.033  43227  7.4e+14   896  1.7   255  0.07  0.01    19
 555  0.189  0.954  44186  2.3e+13   279  0.5    64  0.74  0.01    18
 556  0.126  0.552  42366  6.9e+14   875  1.7   169  0.13  0.01    53
 557  0.427  0.169  31046     -1      -1   -1    86    -1    -1    -1
 558  1.000  0.264  27855  4.1e+13   338  0.7   201  0.32  0.01    33
 559  0.891  0.621  34863  1.2e+14   490  1.0   335  0.14  0.01    42
 560  0.199  0.344  28009  3.5e+13   319  0.6    91  0.41  0.01    19
 561  0.546  0.632  32329  5.2e+13   365  0.7   108  0.61  0.01    24
 562  0.781  0.039  43730  8.7e+13   437  0.9   201  0.24  0.01    24
 563  0.068  0.738  30905  4.2e+13   340  0.7    82  0.39  0.01    19
 564  0.662  0.343  43151  6.7e+13   401  0.8   162  0.30  0.01    30
 565  0.748  0.482  42626  9.4e+13   449  0.9   345  0.12  0.01    27
 566  0.877  0.691  34845     -1      -1   -1    96    -1    -1    -1
 567  0.851  0.322  41728  5.8e+13   381  0.7   362  0.16  0.01    23
 568  0.099  0.180  31812  1.5e+14   525  1.0   165  0.20  0.01    38
 569  0.225  0.845  36510  3.0e+13   305  0.6   145  0.74  0.01    15
 570  0.964  0.336  29148  6.1e+13   385  0.8   173  0.19  0.01    31
 571  0.552  0.849  33085  3.9e+13   331  0.7    78  0.41  0.01    19
 572  0.321  0.825  24785  3.2e+13   308  0.6    79  0.80  0.01    18
 573  0.980  0.039  36883  7.2e+13   409  0.8   123  0.24  0.01    25
 574  0.267  0.857  39766  2.9e+13   303  0.6   165  0.29  0.01    17
 575  0.601  0.288  35718  2.3e+14   602  1.2   277  0.15  0.01    38
 576  0.192  0.431  42514  4.2e+14   743  1.4   246  0.27  0.01    37
 577  0.955  0.266  21102  4.0e+13   333  0.7   146  0.47  0.01    18
 578  0.029  0.337   6214  8.5e+13   426  0.9    49  0.35  0.01    35
 579  0.080  0.170  28790  2.1e+14   582  1.2   129  0.18  0.01    27
 580  0.341  0.845  41797  1.1e+14   479  0.9   111  0.32  0.01    21
 581  0.538  0.811  32429  1.1e+14   471  0.9   136  0.15  0.01    18
 582  0.949  0.395  34665  6.5e+12   182  0.4   145  0.93  0.02    13
 583  0.293  0.482  31888  7.1e+13   405  0.8   135  0.33  0.01    33
 584  0.464  0.962  43792  9.8e+13   456  0.9   207  0.15  0.01    39
 585  0.949  0.288  20324  6.0e+13   382  0.8   138  0.33  0.01    25
 586  0.603  0.506  36842  1.2e+14   487  1.0   308  0.14  0.01    20
 587  0.122  0.535  34222  2.0e+14   581  1.1   168  0.17  0.01    16
 588  0.798  0.173  35693  1.6e+14   535  1.1   298  0.19  0.01    24
 589  0.184  0.141  24419  1.2e+14   490  1.0   365  0.22  0.01    35
 590  0.419  0.425  43935  1.7e+14   552  1.1   172  0.12  0.01    24
 591  0.956  0.427  25395  9.3e+13   444  0.9   176  0.18  0.01    28
 592  0.492  0.441  40311  5.5e+13   375  0.7   244  0.25  0.01    22
 593  0.564  1.011  40910  8.1e+13   427  0.8   150  0.61  0.01    14
 594  0.339  0.667  41897  3.9e+13   335  0.7   158  0.57  0.01    21
 595  0.568  0.938  41557  1.8e+14   554  1.1   144  0.41  0.01    37
 596  0.078  0.118  42096  1.2e+14   483  0.9   395  0.13  0.01    24
 597  0.038  0.445  29641  9.5e+13   448  0.9   157  0.32  0.01    24
 598  0.351  0.627  37840  8.2e+13   428  0.8   111  0.67  0.01    15
 599  0.779  0.328   9110  1.9e+14   556  1.1    41  0.34  0.01    31
 600  0.320  0.537  21043  7.7e+13   415  0.8   112  0.60  0.01    28
 601  0.821  0.268  41952  7.6e+13   417  0.8   135  0.19  0.01    27
 602  0.555  0.945  26004     -1      -1   -1    82    -1    -1    -1
 603  0.716  0.413  42669  6.1e+13   388  0.8   161  0.18  0.01    23
 604  0.734  0.866  27931  6.9e+13   401  0.8    52  0.29  0.01    16
 605  0.599  0.605  30890  6.4e+13   391  0.8   191  0.19  0.01    31
 606  1.021  0.259  41085  7.0e+13   406  0.8   305  0.52  0.01    15
 607  0.136  0.022  28352  6.1e+13   386  0.8    79  0.32  0.01    21
 608  0.341  0.108  31264  8.5e+13   431  0.9   113  0.31  0.01    24
 609  0.859  0.892  32126  8.8e+13   436  0.9    80  0.44  0.01    31
 610  0.220  0.017  32170  1.3e+14   493  1.0   221  0.28  0.01    28
 611  0.958  0.275  44158  6.2e+15  1836  3.5   184  0.04  0.01    23
 612  0.101  0.911  42406  5.2e+13   368  0.7   161  0.34  0.01    17
 613  0.634  0.366  20710  1.3e+14   499  1.0    57  0.42  0.01    27
 614  0.686  0.411  17649  5.8e+13   377  0.8    56  0.66  0.01    25
 615  0.488  0.171  30181  6.8e+14   867  1.7   240  0.11  0.01    39
 616  0.860  0.746  33799  5.6e+13   376  0.7   118  0.70  0.01    23
 617  0.854  0.486  24570  5.2e+14   791  1.6   161  0.17  0.01    40
 618  0.356  0.047  43015  1.1e+14   468  0.9   262  0.19  0.01    26
 619  0.387  0.370  39868  5.5e+13   375  0.7   257  0.30  0.01    19
 620  0.601  0.680  29748  7.4e+13   411  0.8   120  0.23  0.01    37
 621  0.187  0.240  26633  1.4e+14   509  1.0    74  0.35  0.01    22
 622  0.566  0.613  41584  4.1e+13   339  0.7   164  0.67  0.01    15
 623  0.258  0.196  34089  1.6e+14   535  1.1   207  0.25  0.01    22
 624  0.095  0.141  41821  1.7e+14   547  1.1   252  0.11  0.01    31
 625  0.068  0.823  25416  5.9e+13   380  0.8   169  0.10  0.01    19
 626  0.354  1.023  30327  5.0e+14   780  1.5    91  0.18  0.01    28
 627  0.013  0.378  40165  5.9e+13   383  0.8   263  0.56  0.01     2
 628  0.095  0.569  43857  1.6e+14   535  1.0   359  0.14  0.01    29
 629  0.776  0.110  34458  9.6e+13   450  0.9   248  0.24  0.01    18
 630  0.714  0.001  25285  2.0e+14   571  1.1    77  0.43  0.01    22
 631  1.006  0.173  38836  7.9e+13   422  0.8   182  0.32  0.01    30
 632  0.398  0.279  22618  6.6e+13   395  0.8   116  0.38  0.01    24
 633  0.255  0.810  36921  6.2e+13   389  0.8   194  0.17  0.01    23
 634  0.852  0.520  31949  1.5e+14   524  1.0   116  0.18  0.01    28
 635  0.030  0.374  38318  5.4e+13   371  0.7   411  0.17  0.01    21
 636  0.863  0.989  27393  9.8e+13   452  0.9    61  0.60  0.01    30
 637  0.904  0.332  37532  5.8e+13   381  0.8   253  0.38  0.01    31
 638  0.485  0.413  21388  3.0e+13   301  0.6    58  0.57  0.01    17
 639  0.889  0.592  34350  4.7e+13   355  0.7   184  0.33  0.01    20
 640  0.311  0.602  43443  7.3e+13   412  0.8   116  0.33  0.01    21
 641  0.817  0.016  29529  1.8e+14   555  1.1   160  0.53  0.01    13
 642  1.025  0.063  22006  1.4e+14   504  1.0   100  0.26  0.01    24
 643  1.014  0.420  43619  1.1e+14   468  0.9   456  0.10  0.01    25
 644  0.875  0.134  43852  7.5e+13   416  0.8   258  0.53  0.01    13
 645  0.418  0.740  42433  1.3e+14   498  1.0   274  0.10  0.01    22
 646  0.818  0.068  16146  6.4e+13   390  0.8    43  0.21  0.01    29
 647  0.200  1.020  41983  5.4e+13   371  0.7   239  0.15  0.01    27
 648  0.681  0.742  40528  2.8e+14   645  1.3   208  0.17  0.01    25
 649  0.919  0.489  35705  3.3e+13   314  0.6   185  0.69  0.01    14
 650  0.335  0.965  31233     -1      -1   -1    84    -1    -1    -1
 651  0.110  0.643  40578  2.6e+15  1370  2.7   171  0.05  0.01    24
 652  0.719  0.437  35873  6.4e+13   393  0.8   118  0.69  0.01    15
 653  0.398  0.276  43300  1.6e+14   531  1.0   310  0.43  0.01     6
 654  0.853  0.063  40075  5.1e+14   792  1.5   190  0.16  0.01    28
 655  0.700  0.391  23690     -1      -1   -1    63    -1    -1    -1
 656  0.212  0.315  44255  3.7e+13   327  0.6   173  0.67  0.01    15
 657  0.803  0.847  24162  7.9e+13   419  0.8    75  0.52  0.01    23
 658  0.604  0.653  24001  1.4e+14   507  1.0   104  0.34  0.01    27
 659  0.884  0.147  43763  6.7e+13   400  0.8   250  0.24  0.01    22
 660  0.978  0.376  15644  2.7e+14   630  1.3   125  0.09  0.01    28
 661  0.063  1.005  24092  4.4e+13   346  0.7    43  0.93  0.01    15
 662  0.580  0.391  23029  3.7e+14   707  1.4   167  0.21  0.01    58
 663  0.609  0.490  36122  7.3e+13   411  0.8   288  0.21  0.01    25
 664  0.583  1.017  24802  1.4e+14   512  1.0    94  0.21  0.01    25
 665  0.447  0.148  30965  4.6e+15  1645  3.2   139  0.27  0.01    10
 666  0.215  0.535  37019  6.9e+13   402  0.8   311  0.22  0.01    18
 667  0.189  0.976  28700  1.0e+14   457  0.9    76  0.35  0.01    32
 668  0.320  0.858  37766  1.1e+14   466  0.9   192  0.55  0.01    13
 669  0.537  0.959  32401  4.7e+13   353  0.7    72  0.31  0.01    22
 670  0.611  0.896  41229  5.2e+13   367  0.7    90  0.75  0.01    14
 671  0.182  0.032  44083  2.8e+13   298  0.6   271  0.30  0.01    20
 672  0.276  0.451  37890  7.3e+13   410  0.8    95  0.54  0.01    18
 673  1.021  0.529  43706  9.9e+13   457  0.9   323  0.06  0.01    26
 674  0.646  0.060  33523  4.7e+13   354  0.7   172  0.66  0.01     2
 675  0.111  0.360  38108  1.6e+14   534  1.0   248  0.10  0.01    22
 676  0.039  0.947  42760  1.6e+14   541  1.1    96  0.20  0.01    18
 677  0.998  0.524  42534  2.8e+13   298  0.6   168  0.34  0.01    17
 678  0.749  0.745  23052  1.4e+14   507  1.0   137  0.22  0.01    25
 679  0.694  0.188  23420  4.4e+13   345  0.7   106  0.44  0.01    16
 680  0.588  0.282  22110  2.1e+14   582  1.2    86  0.23  0.01    27
 681  0.375  0.198  36279  1.7e+14   547  1.1   175  0.28  0.01    30
 682  0.102  0.360  43830  1.1e+14   480  0.9   126  0.07  0.01    21
 683  1.028  0.249  42066  2.3e+14   608  1.2   233  0.12  0.01    18
 684  0.031  0.385  38361  1.5e+13   243  0.5   436  0.23  0.02    22
 685  0.113  0.621  41126  2.7e+14   640  1.3   302  0.25  0.01    32
 686  1.018  0.110  39443  6.9e+14   875  1.7   619  0.08  0.01    42
 687  0.188  0.153  43360  2.1e+13   270  0.5   207  0.46  0.01    17
 688  0.800  0.093  42569  1.2e+14   482  0.9   284  0.10  0.01    28
 689  0.583  0.083  37259  4.9e+13   360  0.7   194  0.63  0.01    13
 690  0.751  0.936  26365  7.0e+13   403  0.8    81  0.57  0.01    18
 691  0.715  0.200  23091  1.0e+14   457  0.9   126  0.35  0.01    26
 692  0.020  0.111  41023  4.5e+14   759  1.5   249  0.15  0.01    34
 693  0.190  0.831  44370  7.5e+13   417  0.8   253  0.29  0.01    29
 694  0.340  0.730  32110     -1      -1   -1   132    -1    -1    -1
 695  0.054  0.098  42974  2.1e+14   592  1.2   566  0.10  0.01    30
 696  0.182  0.140  43032  4.6e+13   353  0.7   131  0.70  0.01     0
 697  0.596  1.018  42127  1.2e+14   490  1.0   156  0.17  0.01    16
 698  0.452  0.353  42768  1.1e+14   471  0.9   380  0.13  0.01    32
 699  0.746  0.421  25137  9.1e+13   439  0.9   184  0.18  0.01    26
 700  0.536  0.064  35740  7.1e+13   407  0.8   140  0.65  0.01    12
 701  0.750  0.102  39210  3.2e+14   674  1.3   414  0.14  0.01    93
 702  0.088  0.122  41824  1.6e+14   538  1.1   359  0.12  0.01    16
 703  0.098  0.499  44080  8.1e+13   427  0.8   299  0.09  0.01    19
 704  0.959  0.150  14183  7.7e+13   413  0.8    62  0.66  0.01    27
 705  0.980  0.735  28124  3.8e+13   328  0.7    71  0.94  0.01    17
 706  0.622  0.209  28970  1.0e+14   455  0.9   102  0.62  0.01    29
 707  1.024  0.173  31986  2.1e+14   583  1.2   353  0.13  0.01    62
 708  0.033  0.636  31175  1.2e+14   485  1.0   171  0.25  0.01    34
 709  0.958  0.267  33973  1.7e+14   543  1.1   227  0.48  0.01     8
 710  0.238  0.129  31657  4.5e+12   160  0.3   197  0.92  0.02    12
 711  0.210  0.253  40441  1.6e+14   533  1.0   188  0.28  0.01    20
 712  0.171  0.109  39081  1.3e+14   494  1.0   413  0.13  0.01    27
 713  0.063  0.899   4428  1.9e+14   554  1.1    34  0.17  0.01    34
 714  0.049  0.480  30196  1.1e+14   470  0.9   177  0.19  0.01    22
 715  0.394  0.301  41193  5.5e+13   375  0.7   290  0.20  0.01    24
 716  0.088  0.708  37427  6.2e+13   389  0.8   173  0.23  0.01    20
