# halo-id  ra  dec  vres  m200  vdisp200  r200  Ngal  M200err(stat)  M200err(syst)  N200
 358  0.978  0.472  43656  6.8e+13   402  0.8   365  0.23  0.01    22
 359  0.256  0.476  37450  9.2e+13   444  0.9   102  0.51  0.01    31
 360  0.411  0.421  43976  1.4e+14   516  1.0   175  0.11  0.01    27
 361  1.003  0.297  37414  6.7e+13   400  0.8   137  0.28  0.01    34
 362  0.200  0.695  36438  1.5e+14   529  1.0   198  0.25  0.01    40
 363  0.716  0.030  37998  1.6e+14   530  1.0   303  0.14  0.01    42
 364  0.610  0.866  26726  1.4e+14   509  1.0   248  0.17  0.01    37
 365  0.069  0.065  27553  1.1e+14   471  0.9   252  0.23  0.01    39
 366  0.962  0.767  28169  1.2e+14   477  1.0    67  0.74  0.01    26
 367  0.467  0.326  36466  9.9e+13   455  0.9   371  0.22  0.01    40
 368  0.310  0.721  37138  2.0e+14   578  1.1   116  0.20  0.01    38
 369  0.771  0.610  42099  5.8e+13   382  0.7   343  0.16  0.01    19
 370  0.059  0.233  41606  7.9e+13   423  0.8   138  0.34  0.01    29
 371  0.236  0.616  38247  1.5e+14   521  1.0   219  0.49  0.01    15
 372  0.008  0.265  34500  8.2e+13   427  0.8   199  0.60  0.01    25
 373  0.401  0.377  39988  1.3e+14   494  1.0   189  0.21  0.01    36
 374  0.880  0.384  37860  6.4e+13   392  0.8   387  0.26  0.01    18
 375  0.832  0.288  41730  6.6e+13   398  0.8   216  0.41  0.01    33
 376  0.695  0.374  40783  4.6e+13   354  0.7   225  0.36  0.01    25
 377  0.261  0.571  35171  1.1e+14   473  0.9   175  0.20  0.01    37
 378  0.960  0.592  44004  6.2e+13   391  0.8   246  0.20  0.01    31
 379  0.845  0.450  39052  3.7e+13   327  0.6   146  0.48  0.01    19
 380  0.220  1.005  41963  6.1e+13   388  0.8   244  0.17  0.01    31
 381  0.505  0.942  21290  2.8e+15  1396  2.8   152  0.14  0.01    16
 382  0.096  0.966  37101  1.3e+14   495  1.0   199  0.23  0.01    64
 383  0.702  0.554  42290  7.1e+13   409  0.8   246  0.18  0.01    28
 384  0.250  0.107  42519  2.0e+14   580  1.1   284  0.15  0.01    32
 385  0.867  0.476  24567  4.0e+13   334  0.7   156  0.29  0.01    23
 386  0.616  0.508  43475  1.2e+14   482  0.9   172  0.55  0.01     4
 387  0.505  0.348  34175  8.5e+13   432  0.9    77  0.31  0.01    31
 388  0.918  0.988  27840  2.1e+14   585  1.2    68  0.29  0.01    35
 389  0.554  0.473  43424  3.1e+13   309  0.6   213  0.22  0.01    20
 390  0.024  0.847  42186  9.2e+13   445  0.9   185  0.43  0.01    24
 391  0.742  0.348  42784  6.2e+13   390  0.8   259  0.13  0.01    30
 392  0.771  0.554  38184     -1      -1   -1   175    -1    -1    -1
 393  0.115  0.978  43050  1.8e+14   560  1.1   233  0.46  0.01     0
 394  1.023  0.428  44151  4.6e+13   353  0.7   315  0.55  0.01    14
 395  0.513  0.375  40357  3.1e+14   671  1.3   234  0.18  0.01    21
 396  0.605  0.382  34237     -1      -1   -1   127    -1    -1    -1
 397  0.396  0.717  43022  6.3e+13   392  0.8   115  0.68  0.01    12
 398  0.358  0.539  29141  1.4e+15  1092  2.2   227  0.07  0.00    25
 399  0.192  0.031  43725  6.9e+13   405  0.8   701  0.09  0.01    34
 400  0.832  0.793  41414  3.6e+13   325  0.6   138  0.54  0.01    26
 401  0.823  0.322  22975     -1      -1   -1   142    -1    -1    -1
 402  0.509  1.004  37627  6.1e+13   388  0.8   114  0.39  0.01    40
 403  0.182  0.114  42905  9.8e+13   454  0.9   290  0.17  0.01    43
 404  0.895  0.362  37705  7.2e+13   409  0.8   208  0.24  0.01    26
 405  0.939  0.856  27320  8.7e+13   434  0.9   184  0.32  0.01    27
 406  0.478  0.359  37833  6.8e+13   401  0.8   218  0.19  0.01    27
 407  0.392  0.327  40131  1.8e+14   554  1.1   371  0.15  0.01    39
 408  0.059  0.402  38163  1.3e+14   504  1.0   281  0.21  0.01    26
 409  0.865  0.785  39204  5.0e+13   361  0.7   179  0.36  0.01    18
 410  0.028  0.721  26442  4.9e+13   358  0.7    94  0.54  0.01    30
 411  0.367  0.440  41948  6.3e+13   392  0.8   129  0.20  0.01    16
 412  0.503  0.114  30633  2.0e+13   264  0.5   153  0.79  0.01    10
 413  0.224  0.691  36885  4.9e+13   360  0.7   238  0.26  0.01    25
 414  0.131  0.627  40916     -1      -1   -1   133    -1    -1    -1
 415  0.505  0.454  40552  8.0e+13   425  0.8   183  0.58  0.01    15
 416  0.232  0.154  30628  1.1e+14   472  0.9   213  0.24  0.01    29
 417  1.012  0.116  39208  9.3e+13   447  0.9   510  0.17  0.01    31
 418  0.790  0.364  16078  8.6e+13   431  0.9   101  0.17  0.01    42
 419  0.529  0.062  25249     -1      -1   -1   181    -1    -1    -1
 420  0.773  0.178  35160  1.2e+14   486  1.0   127  0.23  0.01    28
 421  0.681  0.861  24246  4.1e+13   338  0.7    93  0.63  0.01    25
 422  0.967  0.991  38487  2.6e+13   290  0.6   116  0.51  0.01    24
 423  0.502  0.989  25491  3.8e+13   327  0.7    82  0.51  0.01    16
 424  0.389  0.278  43091  1.5e+14   523  1.0   197  0.10  0.01    23
 425  0.381  0.629  35478  1.9e+14   563  1.1   137  0.19  0.01    23
 426  0.976  0.423  25769  1.0e+14   459  0.9    92  0.26  0.01    34
 427  0.718  0.783  32781  1.4e+14   515  1.0   131  0.23  0.01    31
 428  0.022  0.184  24525  4.5e+13   348  0.7    72  0.55  0.01    20
 429  0.761  0.271  31339  6.2e+13   389  0.8   134  0.53  0.01    26
 430  0.889  0.559  33948  6.9e+13   403  0.8   299  0.38  0.01    37
 431  0.173  0.324  36516  6.1e+13   387  0.8   135  0.32  0.01    24
 432  0.969  0.371  15782  2.3e+14   597  1.2    89  0.20  0.01    24
 433  0.816  0.104  34994  1.0e+14   459  0.9   180  0.40  0.01    35
 434  0.450  0.272  41528  3.0e+13   307  0.6   331  0.17  0.01    21
 435  0.122  0.310  33884  7.9e+13   422  0.8    95  0.25  0.01    28
 436  0.438  0.266  41909  8.6e+13   435  0.9   463  0.13  0.01    24
 437  0.782  0.974  35553  7.2e+13   410  0.8   137  0.22  0.01    33
 438  0.612  0.539  42737  1.5e+14   522  1.0   191  0.25  0.01    38
 439  0.938  0.246  38579  1.1e+14   478  0.9   212  0.24  0.01    31
 440  0.037  0.969  43820  7.9e+13   424  0.8    92  0.20  0.01    31
 441  0.486  0.768  36279  6.8e+13   400  0.8    80  0.31  0.01    30
 442  0.957  0.515  42811  2.4e+13   285  0.6   185  0.71  0.01     6
 443  0.452  0.679  27403  1.5e+14   522  1.0   106  0.35  0.01    29
 444  0.100  0.541  23272  6.3e+13   388  0.8    96  0.30  0.01    48
 445  1.008  0.137  31123  1.0e+14   460  0.9   109  0.26  0.01    31
 446  0.157  0.156  25270  1.1e+14   463  0.9   178  0.30  0.01    34
 447  0.860  0.048  40127  4.6e+13   353  0.7   122  0.38  0.01    17
 448  0.877  0.521  33256  1.8e+14   556  1.1   153  0.38  0.01    30
 449  0.138  0.088  23587  1.4e+14   505  1.0   129  0.28  0.01    36
 450  0.971  0.189  32633  7.1e+13   407  0.8   189  0.28  0.01    23
 451  0.129  0.710  41072  9.3e+13   447  0.9   191  0.39  0.01    27
 452  0.529  0.286  43944  4.8e+13   357  0.7   267  0.31  0.01    17
 453  0.616  0.655  29959  6.9e+13   403  0.8   151  0.25  0.01    37
 454  0.631  0.949  41350  1.2e+14   486  1.0   109  0.51  0.01    30
 455  0.546  0.321  25000  1.4e+14   512  1.0    68  0.25  0.01    27
 456  0.203  0.305  29929  5.3e+13   367  0.7    97  0.30  0.01    29
 457  0.491  0.413  40090  1.7e+14   546  1.1   204  0.16  0.01    24
 458  0.242  0.539  36492  3.0e+13   306  0.6   289  0.29  0.01    18
 459  0.224  0.005  40067  4.4e+13   348  0.7   196  0.27  0.01    27
 460  0.073  0.732  40383  3.0e+14   661  1.3   313  0.18  0.01    68
 461  0.275  0.823  36990  8.2e+13   427  0.8   204  0.25  0.01    23
 462  0.969  0.261  40018     -1      -1   -1   139    -1    -1    -1
 463  0.297  0.207  42977  9.9e+13   456  0.9   189  0.20  0.01    22
 464  0.572  0.687  29579  1.5e+14   523  1.0   153  0.56  0.01     0
 465  0.764  0.490  19573  1.5e+14   523  1.1    58  0.52  0.01    27
 466  0.603  0.763  37667  7.0e+13   406  0.8   104  0.44  0.01    23
 467  0.911  0.235  44293  7.9e+13   423  0.8   148  0.25  0.01    29
 468  0.537  0.256  43160  6.4e+14   857  1.7   600  0.07  0.01    33
 469  0.120  0.989  43253  1.3e+14   506  1.0   205  0.25  0.01    40
 470  0.142  1.037  41481  7.0e+13   405  0.8   104  0.25  0.01    16
 471  0.196  0.433  42497  3.6e+13   325  0.6   229  0.48  0.01    23
 472  0.354  0.414  38711  1.5e+14   524  1.0   147  0.21  0.01    32
 473  0.636  0.735  36779  8.7e+13   435  0.9   168  0.17  0.01    26
 474  0.112  0.857  35339  1.4e+14   506  1.0   125  0.31  0.01    28
 475  0.261  0.012  44337  3.1e+13   309  0.6   132  0.54  0.01    17
 476  0.693  0.736  41012  7.7e+13   420  0.8   128  0.27  0.01    20
 477  0.992  0.420  42795  7.0e+13   407  0.8   218  0.19  0.01    33
 478  0.982  0.475  43662  7.3e+13   413  0.8   403  0.19  0.01    68
 479  0.262  0.474  23762     -1      -1   -1   105    -1    -1    -1
 480  0.136  0.504  34386  3.7e+13   327  0.6    97  0.79  0.01    10
 481  0.074  0.921  42167  3.6e+13   326  0.6   165  0.69  0.01    10
 482  0.827  0.363  41439  2.5e+13   287  0.6   113  0.80  0.01     0
 483  0.828  0.327  26350  7.2e+13   407  0.8   145  0.15  0.01    21
 484  0.441  0.331  39728  1.0e+14   458  0.9   251  0.17  0.01    24
 485  0.245  0.273  33523  4.7e+13   354  0.7   134  0.35  0.01    18
 486  0.655  0.516  16132  5.6e+13   373  0.8    60  0.20  0.01    22
 487  0.104  0.190  37628     -1      -1   -1    98    -1    -1    -1
 488  0.856  0.004  43241  8.3e+13   431  0.8   171  0.16  0.01    36
 489  0.419  0.261  27461  3.2e+13   310  0.6   105  0.80  0.01     0
 490  0.094  0.829   5705  1.3e+14   491  1.0    32  0.17  0.01    31
 491  0.316  0.427  43570  5.0e+13   363  0.7   186  0.13  0.01    25
 492  0.092  0.113  23142  2.8e+13   296  0.6   109  0.82  0.01     4
 493  0.503  0.138  39740  1.1e+14   476  0.9   134  0.22  0.01    43
 494  0.022  0.198  39357  3.6e+13   325  0.6   138  0.46  0.01    24
 495  0.039  0.395  38393  9.3e+13   446  0.9   444  0.16  0.01    16
 496  1.008  0.121  39214  8.1e+13   427  0.8   541  0.16  0.01    31
 497  0.995  0.484  20642  1.2e+14   488  1.0    46  0.30  0.01    26
 498  0.472  0.360  37732  8.1e+13   427  0.8   196  0.20  0.01    30
 499  0.311  0.173  30476  4.3e+13   342  0.7   189  0.29  0.01    28
 500  0.092  0.545  30635  5.0e+13   360  0.7   121  0.35  0.01    30
 501  0.188  0.552  38050  1.1e+14   475  0.9   229  0.27  0.01    31
 502  0.609  1.037  24709  7.1e+13   406  0.8    49  0.36  0.01    21
 503  0.904  0.530  33789  1.2e+14   480  0.9   235  0.11  0.01    21
 504  0.834  0.088  16022  1.3e+14   498  1.0    55  0.76  0.01    11
 505  0.619  0.738  38382  5.9e+13   382  0.8   126  0.36  0.01    25
 506  0.184  0.039  44041  5.8e+13   383  0.7   330  0.52  0.01     0
 507  0.418  0.393  42592  3.2e+13   313  0.6   277  0.16  0.01    20
 508  0.322  0.356  43986  1.8e+14   562  1.1   212  0.08  0.01    30
 509  0.948  0.186  15646  3.2e+13   308  0.6    55  0.37  0.01    20
 510  0.202  0.681  36523  1.9e+13   261  0.5   174  0.76  0.01     5
 511  0.770  0.719  33033  9.6e+13   450  0.9   268  0.16  0.01    30
 512  0.615  0.660  29910  3.7e+13   326  0.7   160  0.32  0.01    18
 513  0.738  0.197  23089  2.9e+13   299  0.6    73  0.89  0.01    15
 514  0.805  0.327  22662  2.5e+13   283  0.6   111  0.32  0.01    22
 515  0.045  0.113  23317  6.2e+13   386  0.8    86  0.48  0.01    23
 516  0.278  0.819  36963  8.1e+13   425  0.8   208  0.57  0.01    14
 517  0.909  0.885  31448     -1      -1   -1    71    -1    -1    -1
 518  0.175  0.092  39455  6.6e+14   863  1.7   347  0.12  0.01    86
 519  0.185  0.015  29468  1.6e+13   246  0.5    71  0.96  0.02     0
 520  0.495  0.375  39599  6.6e+13   397  0.8   268  0.25  0.01    20
 521  0.174  0.046  44102  4.4e+13   347  0.7   245  0.60  0.01     0
 522  0.713  0.554  42326  1.8e+13   256  0.5   193  0.74  0.01     2
 523  0.676  0.061  33621  1.2e+14   483  1.0   105  0.23  0.01    30
 524  0.139  0.438  38166  4.7e+13   355  0.7   219  0.45  0.01    20
 525  0.709  0.472   5631  9.5e+13   442  0.9    34  0.29  0.01    29
 526  0.809  0.478  41796  9.5e+13   450  0.9   139  0.13  0.01    39
 527  0.932  0.301  36354  7.9e+13   423  0.8   169  0.26  0.01    23
 528  1.018  0.097  42749  4.0e+13   337  0.7   283  0.18  0.01    21
 529  0.146  0.534  35944  8.8e+13   438  0.9   164  0.19  0.01    18
 530  0.969  0.019  43185  4.7e+13   355  0.7   177  0.26  0.01    16
 531  0.577  0.393  22918  3.0e+14   654  1.3   130  0.27  0.01    59
 532  0.630  0.198  10616  1.1e+14   464  0.9    48  0.30  0.01    28
 533  0.563  0.014  25248  2.8e+14   639  1.3   188  0.25  0.01    47
 534  0.987  0.387  15479  4.9e+13   355  0.7   145  0.13  0.01    23
 535  0.889  0.570  33962  5.4e+13   370  0.7   240  0.52  0.01    21
 536  0.451  0.516   7994  8.5e+13   427  0.9    23  0.32  0.01    21
 537  0.319  0.753  36603  1.3e+14   496  1.0   104  0.27  0.01    28
 538  1.040  0.040  36298  1.2e+14   481  0.9    90  0.30  0.01    28
 539  0.051  0.098  43011  6.3e+13   391  0.8   502  0.15  0.01    26
 540  0.236  0.897  24785  9.2e+13   442  0.9    65  0.25  0.01    24
 541  0.238  0.501  25114  1.1e+14   470  0.9   199  0.35  0.01    40
 542  0.150  0.866  41302  9.0e+13   441  0.9   114  0.43  0.01    19
 543  0.765  0.433  42809  1.0e+14   465  0.9   150  0.23  0.01    29
 544  0.680  0.294  43645  1.5e+13   243  0.5   111  0.86  0.02     9
 545  0.077  0.567  36454  6.4e+13   393  0.8   320  0.52  0.01     2
 546  0.521  0.969  43817  9.5e+13   450  0.9   142  0.13  0.01    24
 547  0.108  0.497  44197  1.3e+14   495  1.0   253  0.06  0.01    22
 548  0.825  0.877  31556  1.1e+14   464  0.9   119  0.34  0.01    33
 549  0.209  0.030  31986  5.6e+13   375  0.7   171  0.29  0.01    21
 550  0.469  0.163  30513  1.4e+14   512  1.0   337  0.17  0.01    30
 551  0.168  0.268  34433  7.1e+13   407  0.8   219  0.35  0.01    34
 552  0.928  0.771  42065  7.9e+13   422  0.8   257  0.28  0.01    23
 553  0.106  0.504  44215  1.2e+14   492  1.0   237  0.49  0.01    13
 554  0.922  0.033  43655  2.2e+13   275  0.5   185  0.72  0.01    10
 555  0.189  0.954  44194  2.3e+13   279  0.5    62  0.76  0.01    18
 556  0.126  0.552  42061  5.6e+13   378  0.7   113  0.31  0.01    23
 557  0.427  0.169  31103     -1      -1   -1    68    -1    -1    -1
 558  1.000  0.264  27749  4.1e+13   338  0.7   162  0.36  0.01    33
 559  0.891  0.621  34859  9.5e+13   449  0.9   299  0.16  0.01    39
 560  0.199  0.344  28017  3.5e+13   319  0.6    79  0.42  0.01    19
 561  0.546  0.632  32350  5.2e+13   365  0.7    99  0.62  0.01    24
 562  0.781  0.039  43808  9.0e+13   443  0.9   159  0.26  0.01    18
 563  0.068  0.738  30929  3.3e+13   315  0.6    67  0.45  0.01    17
 564  0.662  0.343  43035  6.7e+13   401  0.8   114  0.33  0.01    30
 565  0.748  0.482  42760  9.4e+13   449  0.9   232  0.15  0.01    27
 566  0.877  0.691  34821     -1      -1   -1    63    -1    -1    -1
 567  0.851  0.322  41651  5.8e+13   381  0.7   308  0.17  0.01    23
 568  0.099  0.180  31941  2.8e+13   296  0.6    97  0.37  0.01    22
 569  0.225  0.845  36400  6.3e+13   391  0.8   105  0.71  0.01     0
 570  0.964  0.336  28781  4.1e+13   338  0.7   120  0.74  0.01    15
 571  0.552  0.849  33091  3.9e+13   331  0.7    67  0.45  0.01    19
 572  0.321  0.825  24772  3.2e+13   308  0.6    75  0.80  0.01    18
 573  0.980  0.039  36633  7.2e+13   409  0.8    90  0.27  0.01    25
 574  0.267  0.857  39682  3.4e+13   318  0.6   126  0.31  0.01    16
 575  0.601  0.288  35740  1.2e+14   484  1.0   232  0.20  0.01    32
 576  0.192  0.431  42442  5.1e+13   365  0.7   193  0.48  0.01    21
 577  0.955  0.266  21244  4.0e+13   333  0.7   117  0.51  0.01    18
 578  0.029  0.337   6228  2.9e+13   296  0.6    36  0.47  0.01    25
 579  0.080  0.170  28812  1.1e+14   470  0.9    89  0.26  0.01    25
 580  0.341  0.845  41757  8.6e+13   435  0.9    94  0.37  0.01    20
 581  0.538  0.811  32421     -1      -1   -1    98    -1    -1    -1
 582  0.949  0.395  34636  7.1e+12   187  0.4   135  0.93  0.02    11
 583  0.293  0.482  31834  7.7e+13   418  0.8   119  0.35  0.01    35
 584  0.464  0.962  43814  9.0e+13   443  0.9   196  0.16  0.01    38
 585  0.949  0.288  20351  6.0e+13   382  0.8   112  0.36  0.01    25
 586  0.603  0.506  36217     -1      -1   -1   139    -1    -1    -1
 587  0.122  0.535  34202  7.1e+13   407  0.8   116  0.68  0.01     6
 588  0.798  0.173  35448  1.6e+14   535  1.1   180  0.52  0.01     8
 589  0.184  0.141  24372  1.3e+14   490  1.0   331  0.24  0.01    35
 590  0.419  0.425  43970  9.4e+13   449  0.9   151  0.15  0.01    22
 591  0.956  0.427  25777  9.3e+13   444  0.9    98  0.23  0.01    28
 592  0.492  0.441  40298  4.5e+13   351  0.7   210  0.26  0.01    18
 593  0.564  1.011  40829  8.1e+13   427  0.8   128  0.64  0.01    14
 594  0.339  0.667  41953  3.9e+13   335  0.7   133  0.60  0.01    21
 595  0.568  0.938  41552  1.2e+14   486  1.0   127  0.47  0.01    32
 596  0.078  0.118  42050  6.0e+13   386  0.8   251  0.56  0.01    15
 597  0.038  0.445  29552  9.5e+13   448  0.9   139  0.33  0.01    24
 598  0.351  0.627  37860  7.8e+13   420  0.8    95  0.70  0.01    10
 599  0.779  0.328   9140  1.4e+14   499  1.0    37  0.38  0.01    29
 600  0.320  0.537  21117  2.2e+13   272  0.5    97  0.76  0.01    17
 601  0.821  0.268  42011  7.6e+13   417  0.8   115  0.21  0.01    27
 602  0.555  0.945  26320     -1      -1   -1    53    -1    -1    -1
 603  0.716  0.413  42717  6.1e+13   388  0.8   122  0.21  0.01    23
 604  0.734  0.866  27866  6.9e+13   401  0.8    41  0.32  0.01    16
 605  0.599  0.605  30876  4.2e+13   341  0.7   179  0.22  0.01    25
 606  1.021  0.259  41182  3.9e+13   334  0.7   206  0.19  0.01    17
 607  0.136  0.022  28326  4.8e+13   356  0.7    67  0.35  0.01    20
 608  0.341  0.108  31279  8.5e+13   431  0.9   101  0.34  0.01    24
 609  0.859  0.892  32151  4.9e+13   357  0.7    72  0.52  0.01    28
 610  0.220  0.017  32133  6.7e+13   399  0.8   189  0.33  0.01    25
 611  0.958  0.275  44399  3.1e+14   672  1.3   138  0.12  0.01    16
 612  0.101  0.911  42408  1.8e+13   256  0.5   151  0.79  0.01    13
 613  0.634  0.366  20716  1.2e+14   477  1.0    55  0.42  0.01    25
 614  0.686  0.411  17637  5.1e+13   361  0.7    53  0.69  0.01    23
 615  0.488  0.171  30283  2.8e+13   297  0.6   144  0.76  0.01    12
 616  0.860  0.746  33739  5.7e+13   377  0.7   104  0.72  0.01    23
 617  0.854  0.486  24560  9.9e+13   452  0.9   142  0.28  0.01    27
 618  0.356  0.047  42991  1.1e+14   468  0.9   230  0.20  0.01    26
 619  0.387  0.370  39821  5.5e+13   375  0.7   226  0.32  0.01    19
 620  0.601  0.680  29769  4.6e+13   350  0.7    95  0.28  0.01    32
 621  0.187  0.240  26560  1.4e+14   509  1.0    59  0.39  0.01    22
 622  0.566  0.613  41592  4.1e+13   339  0.7   147  0.69  0.01    15
 623  0.258  0.196  34395  2.7e+13   294  0.6   143  0.76  0.01    13
 624  0.095  0.141  41958  5.1e+13   365  0.7   162  0.19  0.01    24
 625  0.068  0.823  25407  3.6e+13   323  0.6   163  0.11  0.01    18
 626  0.354  1.023  30252  1.1e+14   463  0.9    76  0.28  0.01    21
 627  0.013  0.378  39948     -1      -1   -1   195    -1    -1    -1
 628  0.095  0.569  43933  7.9e+13   423  0.8   323  0.18  0.01    27
 629  0.776  0.110  34461  7.1e+13   407  0.8   188  0.60  0.01    14
 630  0.714  0.001  25260  6.8e+13   399  0.8    56  0.56  0.01    18
 631  1.006  0.173  38830  7.9e+13   422  0.8   165  0.31  0.01    30
 632  0.398  0.279  22601  6.6e+13   395  0.8   109  0.40  0.01    24
 633  0.255  0.810  36852  6.2e+13   389  0.8   160  0.18  0.01    23
 634  0.852  0.520  32413  1.2e+13   223  0.4    63  1.02  0.02     4
 635  0.030  0.374  37995  5.4e+13   372  0.7   304  0.18  0.01    21
 636  0.863  0.989  27472  7.6e+13   414  0.8    52  0.63  0.01    25
 637  0.904  0.332  37319  5.8e+13   381  0.8   204  0.41  0.01    31
 638  0.485  0.413  21298  9.2e+12   203  0.4    43  1.14  0.02    11
 639  0.889  0.592  34288  4.7e+13   355  0.7   147  0.36  0.01    20
 640  0.311  0.602  43428  7.3e+13   412  0.8   103  0.33  0.01    21
 641  0.817  0.016  29781  3.0e+11    64  0.1   115  1.40  0.03     2
 642  1.025  0.063  21958  1.1e+14   473  1.0    68  0.32  0.01    23
 643  1.014  0.420  43963  9.6e+13   452  0.9   337  0.12  0.01    24
 644  0.875  0.134  43965  7.5e+13   416  0.8   229  0.55  0.01    13
 645  0.418  0.740  42668  9.7e+13   453  0.9   194  0.12  0.01    21
 646  0.818  0.068  16145  6.4e+13   390  0.8    42  0.22  0.01    29
 647  0.200  1.020  41944  4.5e+13   350  0.7   214  0.17  0.01    23
 648  0.681  0.742  40945  1.5e+14   522  1.0   124  0.24  0.01    25
 649  0.919  0.489  35755  3.3e+13   314  0.6   131  0.75  0.01    14
 650  0.335  0.965  31179  7.3e+13   410  0.8    69  0.77  0.01    12
 651  0.110  0.643  40540  4.4e+13   346  0.7   113  0.73  0.01    10
 652  0.719  0.437  35876  7.8e+13   420  0.8   112  0.67  0.01    10
 653  0.398  0.276  43527     -1      -1   -1   239    -1    -1    -1
 654  0.853  0.063  39801  4.7e+13   354  0.7   123  0.34  0.01    16
 655  0.700  0.391  23685     -1      -1   -1    58    -1    -1    -1
 656  0.212  0.315  44325  3.7e+13   327  0.6   156  0.69  0.01    15
 657  0.803  0.847  24165  4.4e+13   346  0.7    57  0.61  0.01    21
 658  0.604  0.653  23760  1.4e+14   507  1.0    70  0.40  0.01    27
 659  0.884  0.147  43890  6.6e+13   400  0.8   217  0.26  0.01    22
 660  0.978  0.376  15642  1.7e+14   538  1.1   116  0.11  0.01    22
 661  0.063  1.005  24091  1.0e+13   212  0.4    38  1.15  0.02    10
 662  0.580  0.391  22959  2.3e+14   598  1.2   145  0.26  0.01    49
 663  0.609  0.490  36021  7.3e+13   411  0.8   208  0.23  0.01    25
 664  0.583  1.017  24705  1.1e+14   472  0.9    76  0.23  0.01    24
 665  0.447  0.148  30856  6.5e+13   393  0.8    94  0.73  0.01     0
 666  0.215  0.535  36667  6.2e+13   390  0.8   224  0.26  0.01    17
 667  0.189  0.976  28686  6.9e+13   401  0.8    59  0.42  0.01    28
 668  0.320  0.858  37749  1.1e+14   466  0.9   178  0.56  0.01    13
 669  0.537  0.959  32611  4.7e+13   353  0.7    50  0.37  0.01    22
 670  0.611  0.896  41232  5.2e+13   367  0.7    87  0.76  0.01    14
 671  0.182  0.032  44097  2.8e+13   298  0.6   253  0.30  0.01    20
 672  0.276  0.451  37840  7.8e+13   420  0.8    80  0.56  0.01    19
 673  1.021  0.529  43925  9.9e+13   457  0.9   266  0.06  0.01    26
 674  0.646  0.060  33518     -1      -1   -1   146    -1    -1    -1
 675  0.111  0.360  38001  7.0e+13   406  0.8   201  0.14  0.01    16
 676  0.039  0.947  42570  2.7e+13   295  0.6    56  0.92  0.01    10
 677  0.998  0.524  42475  2.8e+13   298  0.6   128  0.37  0.01    17
 678  0.749  0.745  23171  1.9e+14   563  1.1   110  0.24  0.01    16
 679  0.694  0.188  23511  4.4e+13   345  0.7    89  0.44  0.01    16
 680  0.588  0.282  21957  1.3e+14   497  1.0    66  0.28  0.01    24
 681  0.375  0.198  36066  1.4e+14   515  1.0   135  0.31  0.01    28
 682  0.102  0.360  43830  7.8e+13   422  0.8   125  0.08  0.01    20
 683  1.028  0.249  42379  9.2e+13   446  0.9   142  0.61  0.01    15
 684  0.031  0.385  38012  1.5e+13   243  0.5   308  0.25  0.02    22
 685  0.113  0.621  41153  2.3e+14   605  1.2   248  0.28  0.01    27
 686  1.018  0.110  39302  1.4e+13   234  0.5   467  0.63  0.02    12
 687  0.188  0.153  43189  2.1e+13   271  0.5   161  0.50  0.01    17
 688  0.800  0.093  42660  8.1e+13   426  0.8   240  0.13  0.01    26
 689  0.583  0.083  37248  4.9e+13   360  0.7   184  0.64  0.01    13
 690  0.751  0.936  26398  7.0e+13   403  0.8    75  0.59  0.01    18
 691  0.715  0.200  23140  9.1e+13   439  0.9   116  0.36  0.01    22
 692  0.020  0.111  40639  1.2e+14   493  1.0   132  0.26  0.01    20
 693  0.190  0.831  44436  3.4e+13   319  0.6   225  0.37  0.01    23
 694  0.340  0.730  31832  6.2e+13   389  0.8    99  0.72  0.01     0
 695  0.054  0.098  43095  7.5e+13   415  0.8   470  0.15  0.01    20
 696  0.182  0.140  43025  4.2e+12   158  0.3   130  1.00  0.02     6
 697  0.596  1.018  42540  4.7e+13   357  0.7    91  0.76  0.01    11
 698  0.452  0.353  42554  4.8e+13   357  0.7   230  0.20  0.01    25
 699  0.746  0.421  25142  3.1e+13   306  0.6   154  0.25  0.01    18
 700  0.536  0.064  35788  5.6e+13   375  0.7    91  0.75  0.01     8
 701  0.750  0.102  39304  1.8e+14   554  1.1   368  0.18  0.01    68
 702  0.088  0.122  41762     -1      -1   -1   230    -1    -1    -1
 703  0.098  0.499  44097  8.1e+13   427  0.8   284  0.09  0.01    19
 704  0.959  0.150  14213  6.0e+13   380  0.8    54  0.71  0.01    26
 705  0.980  0.735  28128  2.1e+13   267  0.5    68  0.94  0.01    13
 706  0.622  0.209  28974  7.5e+13   413  0.8    93  0.67  0.01    25
 707  1.024  0.173  31989  1.8e+14   558  1.1   320  0.14  0.01    55
 708  0.033  0.636  31052  1.2e+14   485  1.0   127  0.27  0.01    34
 709  0.958  0.267  34158     -1      -1   -1   148    -1    -1    -1
 710  0.238  0.129  31670  4.5e+12   160  0.3   178  0.94  0.02    12
 711  0.210  0.253  40482  1.2e+14   485  1.0   148  0.31  0.01    19
 712  0.171  0.109  39231  1.1e+14   474  0.9   294  0.16  0.01    18
 713  0.063  0.899   4343  7.4e+13   406  0.8    29  0.25  0.01    27
 714  0.049  0.480  30143  1.1e+14   470  0.9   142  0.22  0.01    22
 715  0.394  0.301  40853  5.5e+13   375  0.7   186  0.24  0.01    24
 716  0.088  0.708  37431  6.2e+13   389  0.8   154  0.24  0.01    20
 717  0.690  0.632  35527  1.1e+14   475  0.9   125  0.61  0.01    15
