# halo-id  ra  dec  vres  m200  vdisp200  r200  N200  M200err(stat)  M200err(syst)  Ngal
 359  0.134  0.749  42728  8.6e+13   435  0.9     0  0.72  0.01    86
 360  0.243  1.307  31841  2.4e+13   282  0.6    16  0.77  0.01    38
 361  0.922  0.793  32996  3.0e+13   303  0.6    18  0.54  0.01    54
 362  1.495  0.464   6260  2.2e+14   589  1.2    48  0.13  0.01    61
 363  1.070  0.161  30953  2.2e+14   592  1.2    84  0.27  0.01   234
 364  0.727  0.091  49123  5.1e+12   169  0.3     8  0.93  0.02   177
 365  0.687  0.278  49311  1.7e+13   254  0.5    24  0.26  0.02   165
 366  1.505  0.264  33729  2.3e+14   606  1.2    76  0.13  0.01   351
 367  0.238  0.165  25261  1.1e+14   473  0.9    37  0.18  0.01   118
 368  0.268  0.289  45229     -1      -1   -1    -1    -1    -1   402
 369  0.551  0.229  26902  1.3e+14   499  1.0    36  0.24  0.01   147
 370  0.601  0.468  43704  3.8e+13   330  0.6    21  0.33  0.01   235
 371  0.960  0.014  32852  8.9e+13   438  0.9    11  0.61  0.01   172
 372  0.853  0.456  37582  3.3e+13   316  0.6    13  0.77  0.01   127
 373  1.543  0.516  49151  3.7e+13   330  0.6    15  0.71  0.01   156
 374  1.013  0.394  47078  2.8e+12   137  0.3    10  1.03  0.02   166
 375  0.815  0.955  32256  2.3e+13   280  0.6    20  0.40  0.01    98
 376  0.693  0.898  47922  4.0e+14   730  1.4   136  0.08  0.01   458
 377  0.495  0.108  37001  2.7e+14   638  1.3    84  0.17  0.01   329
 378  0.801  0.659  49544  7.1e+12   189  0.4     8  0.89  0.02   175
 379  1.475  1.203  39542  7.3e+13   412  0.8    24  0.67  0.01    58
 380  0.574  0.639  48178  2.8e+13   299  0.6     9  0.87  0.01    81
 381  1.527  0.288  34575  6.7e+13   399  0.8    21  0.17  0.01   252
 382  0.359  0.948  25682     -1      -1   -1    -1    -1    -1    59
 383  1.339  0.808  30528  1.1e+13   216  0.4    11  1.13  0.02    45
 384  1.234  0.729  38329  1.4e+14   506  1.0    49  0.22  0.01   223
 385  0.006  0.077  27190  3.8e+13   329  0.7    11  0.96  0.01    47
 386  0.143  0.702  32594  4.9e+13   359  0.7    15  0.74  0.01   126
 387  0.146  0.197  32036  9.6e+13   450  0.9    28  0.37  0.01   135
 388  0.706  0.354  45381  3.9e+13   333  0.7    21  0.21  0.01   201
 389  0.066  0.363  28350  4.9e+14   775  1.5    12  0.45  0.01   161
 390  0.926  0.508  45465  1.7e+14   554  1.1    18  0.30  0.01   174
 391  1.023  1.247  46129  3.4e+13   320  0.6    17  0.33  0.01    71
 392  0.566  0.263  46571  1.4e+13   237  0.5    11  0.75  0.02   243
 393  0.829  1.186  34510  8.9e+13   439  0.9    29  0.42  0.01    49
 394  0.729  0.608  35904  5.9e+13   382  0.8    11  0.72  0.01   118
 395  0.970  0.568  46588  6.9e+13   405  0.8    10  0.63  0.01   165
 396  1.541  0.278  20464  8.8e+12   200  0.4    10  1.21  0.02    37
 397  1.129  0.028  10227  6.7e+13   395  0.8    30  0.37  0.01    33
 398  1.192  0.127  43541  2.6e+13   291  0.6    16  0.22  0.01   246
 399  0.058  1.184  49674  1.9e+13   261  0.5    14  1.04  0.01    42
 400  1.069  0.203  31226  4.2e+13   340  0.7    25  0.39  0.01   118
 401  0.671  0.588  22333  5.2e+12   168  0.3     4  1.31  0.02    32
 402  0.930  1.086  30764  1.6e+13   244  0.5    15  1.10  0.02    41
 403  1.094  0.580  39099  1.3e+14   505  1.0    75  0.14  0.01   179
 404  1.269  0.116  43867  8.4e+13   433  0.8     0  0.63  0.01   150
 405  1.398  0.934  38349  3.2e+13   312  0.6    15  0.78  0.01   125
 406  0.314  0.464  40203  6.7e+13   399  0.8    15  0.75  0.01    91
 407  0.730  0.171  38669  1.2e+14   485  1.0    69  0.16  0.01   270
 408  1.401  0.392  44063  3.2e+14   680  1.3   124  0.09  0.01   454
 409  0.342  0.958  28008  1.3e+14   491  1.0     0  0.77  0.01    58
 410  1.215  0.401  43792  3.9e+13   334  0.7    11  0.82  0.01    84
 411  0.499  0.001  42670  4.3e+15  1628  3.1    49  0.08  0.01   113
 412  0.181  0.245  38145  2.4e+14   614  1.2    90  0.15  0.01   287
 413  0.800  0.580  49856  1.6e+13   246  0.5    14  0.87  0.02   119
 414  1.072  0.404  40089  8.7e+13   437  0.9    23  0.24  0.01   104
 415  0.385  1.300  22425  1.3e+13   231  0.5    12  1.28  0.02    20
 416  0.166  0.569  46314  2.0e+14   578  1.1    57  0.27  0.01   198
 417  0.387  0.146  36696  5.4e+14   805  1.6    23  0.13  0.01   169
 418  0.300  0.077  39767  1.1e+14   473  0.9    25  0.27  0.01   131
 419  1.425  0.835  31337  5.3e+13   369  0.7    16  0.25  0.01    53
 420  0.078  0.882  32552  8.8e+13   436  0.9    18  0.19  0.01   106
 421  0.349  0.486  47140  3.5e+13   323  0.6    20  0.22  0.01   164
 422  0.396  1.026  45742  1.7e+14   552  1.1    82  0.21  0.01   179
 423  0.216  0.882  35748  5.1e+11    78  0.2     5  1.51  0.03    53
 424  0.069  1.173  35106  8.2e+13   427  0.8    15  0.82  0.01    54
 425  0.612  0.668  40026  9.1e+13   443  0.9    36  0.21  0.01   162
 426  0.106  0.938  23533  4.9e+13   358  0.7    20  0.63  0.01    70
 427  0.283  0.520  46063  9.7e+13   454  0.9    43  0.14  0.01   369
 428  1.171  0.252  49531  9.9e+12   211  0.4    15  0.82  0.02   211
 429  0.315  0.301  44477  7.0e+13   406  0.8    31  0.20  0.01   192
 430  0.878  1.028  25726  1.2e+14   482  1.0    37  0.63  0.01   106
 431  0.462  0.323  41546  3.8e+13   332  0.7    10  0.69  0.01   181
 432  0.631  0.066  41223  7.7e+13   419  0.8    45  0.18  0.01   286
 433  0.977  0.216  33927  2.4e+14   609  1.2   113  0.11  0.01   376
 434  0.865  0.838  24676  8.6e+12   199  0.4     7  1.14  0.02    53
 435  0.411  0.587  32595  1.1e+14   472  0.9    29  0.27  0.01   136
 436  0.282  0.530  24674  1.2e+14   477  1.0    48  0.14  0.01   101
 437  0.461  0.089  36752  1.0e+14   464  0.9    32  0.42  0.01   209
 438  0.167  1.027  46942     -1      -1   -1    -1    -1    -1    92
 439  0.435  0.339  40847  1.8e+14   558  1.1    69  0.24  0.01   232
 440  0.180  0.801  39946  3.2e+13   313  0.6    12  0.91  0.01    63
 441  0.692  0.387  44656  1.6e+14   539  1.0    84  0.17  0.01   354
 442  0.838  0.742  45869  1.3e+14   495  1.0    16  0.16  0.01   194
 443  1.343  0.123  32547  3.6e+13   324  0.6    44  0.30  0.01   125
 444  0.072  0.592  34906  1.2e+14   485  1.0    41  0.49  0.01   129
 445  1.498  0.058  49032  8.3e+13   432  0.8    17  0.16  0.01   175
 446  0.551  0.355  44795  8.0e+13   426  0.8    35  0.20  0.01   269
 447  0.861  0.165  27268  6.1e+13   385  0.8    21  0.36  0.01    71
 448  1.198  0.533  39480  1.2e+13   227  0.4    13  0.97  0.02    85
 449  0.528  0.622  40864  1.2e+14   491  1.0    47  0.16  0.01   431
 450  0.987  0.667  49091  5.9e+13   386  0.7    31  0.21  0.01   164
 451  0.988  1.188  40654  2.7e+14   641  1.3   103  0.31  0.01   188
 452  1.441  0.094  45046  6.1e+13   390  0.8    35  0.27  0.01   200
 453  0.757  0.209  38309  8.9e+13   440  0.9    44  0.25  0.01   180
 454  0.803  0.522  24308  2.0e+14   572  1.1    76  0.38  0.01   176
 455  1.426  0.206  42997  9.9e+13   457  0.9    10  0.56  0.01   203
 456  0.026  1.183  33938  1.2e+14   486  1.0    50  0.25  0.01    94
 457  0.713  0.713  48565  7.4e+13   416  0.8    36  0.19  0.01   225
 458  0.460  1.425  41109  1.5e+14   525  1.0    70  0.18  0.01   105
 459  0.194  1.053  45270  1.0e+14   463  0.9    35  0.23  0.01   152
 460  0.986  0.147  31938  2.2e+14   596  1.2   102  0.20  0.01   189
 461  0.021  0.106  26979  1.7e+14   542  1.1    56  0.24  0.01   138
 462  0.408  0.120  40217  4.4e+13   347  0.7    33  0.26  0.01   235
 463  0.398  0.484  37431  1.1e+14   465  0.9    38  0.48  0.01   128
 464  0.337  0.300  47864  7.9e+13   424  0.8    29  0.13  0.01   271
 465  0.293  0.309  44639  2.6e+13   291  0.6    23  0.24  0.01   179
 466  0.028  0.336  41903  7.1e+13   409  0.8    44  0.15  0.01   219
 467  1.178  0.518  29585  5.5e+14   807  1.6   147  0.09  0.01   316
 468  0.704  0.459  24774  2.3e+14   600  1.2    83  0.15  0.01   129
 469  1.254  0.101  43977  1.2e+14   488  1.0    48  0.35  0.01   209
 470  1.501  0.681  41556  1.9e+14   563  1.1    61  0.18  0.01   131
 471  0.301  0.026  48677  1.3e+14   496  1.0    38  0.44  0.01   183
 472  0.961  0.505  29169  1.3e+14   503  1.0    74  0.20  0.01   197
 473  0.113  0.474  49130  6.9e+13   406  0.8    48  0.24  0.01   204
 474  0.631  0.216  42481  1.7e+14   548  1.1    72  0.23  0.01   228
 475  0.240  1.153  45334  1.2e+14   490  1.0    59  0.24  0.01   157
 476  1.438  1.062  13610  1.8e+14   548  1.1    60  0.15  0.01    79
 477  1.255  0.614  24609  2.2e+14   590  1.2   113  0.13  0.01   203
 478  1.069  0.176  30990  9.5e+13   448  0.9    33  0.25  0.01   256
 479  0.039  0.029  25857  8.5e+13   430  0.9    21  0.48  0.01    70
 480  0.867  0.420  21220  3.2e+14   668  1.3    75  0.20  0.01   190
 481  0.440  0.451  36078  1.2e+14   486  1.0    41  0.24  0.01   191
 482  0.785  0.666  49574  1.1e+14   477  0.9    46  0.20  0.01   167
 483  0.464  0.583  29788  1.8e+14   559  1.1    38  0.21  0.01    94
 484  1.498  0.159  44569  1.5e+14   523  1.0    44  0.23  0.01   191
 485  1.081  0.244  33275  1.6e+14   536  1.1    62  0.25  0.01   260
 486  0.740  0.775  41143  3.5e+14   700  1.4   104  0.14  0.01   215
 487  0.782  0.100  36242  1.3e+14   494  1.0    40  0.19  0.01   215
 488  0.112  0.710  38347  5.9e+13   383  0.8    40  0.24  0.01   209
 489  0.869  0.155  40797  1.5e+14   524  1.0    51  0.38  0.01   253
 490  0.341  0.602  48789  7.1e+13   410  0.8    25  0.36  0.01   148
 491  0.980  1.213  45482  1.7e+14   548  1.1    65  0.22  0.01   177
 492  0.263  0.039  49259  8.8e+13   440  0.9    52  0.30  0.01   292
 493  0.288  0.562  43299  3.5e+13   322  0.6    22  0.27  0.01   291
 494  0.461  0.147  46803  1.2e+14   491  1.0    59  0.16  0.01   204
 495  1.528  0.920  49680  6.7e+13   402  0.8    42  0.51  0.01   150
 496  0.855  0.011  47262  1.4e+14   517  1.0    52  0.17  0.01   368
 497  0.630  0.818  36367  1.9e+14   563  1.1    64  0.23  0.01   220
 498  1.024  0.600  47723  3.4e+13   320  0.6     0  0.80  0.01    99
 499  0.930  1.320  26567  1.5e+14   517  1.0    54  0.20  0.01    94
 500  1.070  1.425  46750  1.1e+14   470  0.9    58  0.21  0.01   100
 501  0.099  0.589  35048  1.5e+13   243  0.5     0  0.99  0.02    70
 502  1.556  0.011  49084  1.6e+14   534  1.0    70  0.36  0.01   190
 503  0.866  0.789  39475  1.2e+14   483  0.9    33  0.39  0.01   192
 504  0.384  0.086  37190  4.8e+13   358  0.7    27  0.29  0.01   117
 505  0.269  0.537  32060  1.4e+14   507  1.0    54  0.16  0.01   147
 506  0.264  0.879  29974  1.1e+14   472  0.9    29  0.30  0.01    71
 507  1.567  0.192  46387  2.1e+14   588  1.1    98  0.19  0.01   218
 508  1.060  0.421  47727  1.2e+14   487  0.9    66  0.24  0.01   150
 509  1.506  1.225  40538  1.8e+14   560  1.1    65  0.24  0.01   180
 510  0.753  0.387  45275     -1      -1   -1    -1    -1    -1   310
 511  0.055  0.018  45158  1.0e+14   459  0.9    38  0.50  0.01   244
 512  1.409  0.075  33992  5.3e+13   368  0.7    25  0.16  0.01   119
 513  0.014  0.613  44770  1.6e+14   533  1.0    57  0.17  0.01   156
 514  0.307  0.725  35345  3.2e+14   672  1.3    60  0.13  0.01   283
 515  0.266  0.014  31597  8.6e+13   433  0.9    28  0.51  0.01   101
 516  0.126  0.088  48929  7.3e+13   414  0.8    41  0.36  0.01   207
 517  1.375  0.789  24530  1.5e+14   522  1.0    32  0.24  0.01    74
 518  1.445  0.117  33203     -1      -1   -1    -1    -1    -1   195
 519  1.098  0.784  19525  1.3e+14   495  1.0    45  0.44  0.01    77
 520  0.631  0.261  33897  4.3e+13   343  0.7    21  0.29  0.01   149
 521  1.032  0.562  41105  8.8e+13   438  0.9    51  0.19  0.01   225
 522  0.643  0.246  42740  3.3e+13   317  0.6    24  0.27  0.01   225
 523  0.466  0.219  45751  7.3e+13   413  0.8    46  0.17  0.01   330
 524  1.158  0.199  45019  2.6e+14   636  1.2   115  0.11  0.01   328
 525  0.792  0.607  38079  8.9e+13   439  0.9    30  0.30  0.01   120
 526  1.398  1.183  44746  6.8e+13   403  0.8    41  0.28  0.01    88
 527  0.253  0.141  34549  1.0e+14   459  0.9    43  0.46  0.01   210
 528  1.530  0.730  24142  3.1e+14   661  1.3   101  0.14  0.01   155
 529  1.219  1.255  26534  3.9e+14   720  1.4   140  0.09  0.01   208
 530  1.055  0.317  31909  1.1e+14   466  0.9    28  0.23  0.01   132
 531  1.377  0.221  37340  1.9e+14   563  1.1    37  0.22  0.01   103
 532  0.649  0.823  35358  5.2e+13   367  0.7    34  0.20  0.01   299
 533  0.893  0.435  32124  9.5e+13   448  0.9    26  0.37  0.01   136
 534  1.111  0.404  49797  5.3e+13   371  0.7    35  0.14  0.01   477
 535  1.216  1.245  26707  1.1e+14   471  0.9    47  0.14  0.01   211
 536  0.141  0.125  39690  1.2e+14   492  1.0    34  0.36  0.01   221
 537  0.954  0.163  32961  1.3e+14   501  1.0    57  0.12  0.01   531
 538  0.281  0.033  29069  1.5e+14   523  1.0    45  0.27  0.01   117
 539  1.092  0.554  27365  1.3e+14   501  1.0    53  0.20  0.01   144
 540  0.388  0.549  35285  1.5e+14   526  1.0    44  0.21  0.01   177
 541  0.499  0.055  49663  3.9e+13   335  0.6    19  0.22  0.01   133
 542  0.915  0.012  32452  5.6e+13   375  0.7    26  0.47  0.01   114
 543  1.210  0.817  24001  4.5e+13   348  0.7    33  0.38  0.01   149
 544  1.268  0.192  48632  9.8e+13   457  0.9    35  0.13  0.01   274
 545  0.032  0.105  43874  5.2e+13   368  0.7    28  0.25  0.01   175
 546  0.219  0.110  35138  1.0e+14   459  0.9    47  0.43  0.01   194
 547  0.550  0.078  33370  1.5e+14   527  1.0    69  0.24  0.01   189
 548  0.813  0.127  29593  1.7e+13   250  0.5    19  0.59  0.02   124
 549  0.563  0.373  45255  1.3e+14   506  1.0    72  0.21  0.01   322
 550  0.706  0.995  39837  7.1e+13   407  0.8    32  0.48  0.01   159
 551  0.563  0.266  25087  1.9e+14   568  1.1    61  0.21  0.01   167
 552  0.627  1.191  49481  1.2e+13   223  0.4    15  0.97  0.02    86
 553  0.084  0.255  45241  1.9e+14   568  1.1    63  0.16  0.01   227
 554  0.229  0.203  40977     -1      -1   -1    -1    -1    -1   451
 555  1.284  0.521  40034  7.1e+13   407  0.8    32  0.26  0.01   183
 556  0.858  0.015  47318  1.5e+14   527  1.0    67  0.14  0.01   440
 557  0.600  0.755  40910  5.6e+13   377  0.7    38  0.19  0.01   182
 558  0.074  0.240  37615  4.7e+13   355  0.7    37  0.23  0.01   212
 559  0.930  1.190  40948  7.6e+13   417  0.8    29  0.35  0.01   108
 560  1.544  0.173  46075  1.7e+14   549  1.1    44  0.12  0.01   475
 561  1.418  1.094  47965  5.1e+13   367  0.7    32  0.16  0.01   314
 562  0.390  0.215  47633  1.1e+14   473  0.9    28  0.16  0.01   302
 563  0.646  0.292  49235  5.8e+13   383  0.7    37  0.15  0.01   180
 564  0.609  0.414  43938  4.5e+13   350  0.7    24  0.30  0.01   165
 565  1.507  0.004  46547  1.1e+14   469  0.9    33  0.32  0.01   115
 566  0.087  0.113  22017  7.9e+13   419  0.8    29  0.44  0.01    64
 567  0.923  0.191  29608  7.4e+13   411  0.8    32  0.33  0.01   107
 568  0.463  0.165  36447  6.6e+13   398  0.8    27  0.36  0.01   114
 569  0.820  0.210  38795  2.2e+13   273  0.5    26  0.37  0.01   175
 570  1.115  0.402  49882  1.4e+14   518  1.0    65  0.10  0.01   450
 571  0.990  0.360  48516  1.8e+14   563  1.1    78  0.12  0.01   233
 572  1.303  0.900  46279  3.1e+15  1462  2.8    25  0.04  0.01   604
 573  0.637  0.078  49134  1.6e+14   541  1.0    73  0.06  0.01   330
 574  1.291  0.337  44651  5.6e+13   378  0.7    29  0.28  0.01   154
 575  1.091  0.235  49509  9.3e+12   207  0.4    14  0.84  0.02   192
 576  1.235  0.316  40812  5.0e+13   362  0.7    27  0.24  0.01   286
 577  0.346  1.104  45378  8.0e+13   426  0.8    27  0.34  0.01    88
 578  1.154  1.011  30868  7.6e+13   415  0.8    33  0.27  0.01    75
 579  1.238  0.286  49069  9.1e+13   446  0.9    51  0.09  0.01   314
 580  1.298  1.192  47093  4.6e+13   354  0.7    24  0.55  0.01    82
 581  0.868  0.612  14880  1.3e+14   497  1.0    36  0.29  0.01    69
 582  0.851  0.779  39520  6.0e+13   386  0.8    23  0.31  0.01   206
 583  0.717  0.233  42618  8.1e+13   428  0.8    34  0.20  0.01   169
 584  1.042  0.910  20022  5.5e+13   371  0.8    26  0.20  0.01   149
 585  0.050  1.379  48244  3.0e+12   142  0.3    14  1.13  0.02    93
 586  0.219  1.154  45319  1.3e+14   499  1.0    37  0.35  0.01   123
 587  0.847  1.106  32637  2.1e+14   588  1.2    78  0.23  0.01   200
 588  1.307  0.912  46047  4.4e+14   754  1.5   117  0.08  0.01   320
 589  0.562  1.180  32232  3.1e+14   664  1.3   146  0.09  0.01   215
 590  0.952  0.024  48446  1.4e+14   514  1.0    59  0.14  0.01   214
 591  0.720  0.455  24842  2.7e+13   294  0.6     0  0.85  0.01   107
 592  0.918  1.309  35112  9.2e+13   443  0.9    46  0.36  0.01    71
 593  0.491  0.218  45433  1.0e+14   464  0.9    43  0.30  0.01   256
 594  0.263  0.253  45133  3.8e+13   331  0.6    25  0.31  0.01   272
 595  0.520  0.454  31368  1.6e+14   535  1.1    50  0.41  0.01   171
 596  0.154  0.087  32050  1.4e+14   507  1.0    44  0.36  0.01   131
 597  0.803  0.094  42029  8.9e+13   441  0.9    42  0.18  0.01   284
 598  0.282  0.493  47931  2.7e+14   644  1.2    36  0.11  0.01   244
 599  1.303  0.599  24674  5.9e+13   381  0.8    14  0.75  0.01   109
 600  0.256  0.947  48917  4.3e+13   346  0.7    29  0.37  0.01   138
 601  0.603  0.265  45123  1.7e+14   547  1.1    52  0.19  0.01   217
 602  1.011  0.628  47670  1.2e+14   493  1.0    42  0.15  0.01   278
 603  0.869  0.795  33635  4.5e+13   350  0.7    18  0.43  0.01   101
 604  0.693  0.305  34708  2.2e+14   595  1.2    29  0.18  0.01   214
 605  0.189  0.103  48050  1.2e+14   487  0.9    49  0.38  0.01   213
 606  1.156  0.089  42082  7.5e+13   416  0.8    31  0.25  0.01   148
 607  0.119  0.442  48609  5.1e+13   367  0.7    25  0.11  0.01   250
 608  1.447  0.127  33298  8.1e+13   424  0.8    34  0.26  0.01   166
 609  1.213  0.597   7922  3.9e+13   328  0.7    26  0.22  0.01    56
 610  0.265  0.964  30210  2.3e+14   599  1.2    96  0.11  0.01   177
 611  0.599  0.100  41920     -1      -1   -1    -1    -1    -1   108
 612  0.493  0.440  39240  8.3e+13   429  0.8    36  0.22  0.01   229
 613  1.289  0.395  46592  3.2e+13   311  0.6    27  0.32  0.01   133
 614  0.474  0.079  36616  4.7e+13   355  0.7    29  0.46  0.01   198
 615  0.241  0.219  38124  9.0e+13   441  0.9    56  0.21  0.01   401
 616  0.098  0.160  38523  8.6e+13   435  0.9    43  0.24  0.01   171
 617  0.291  0.741  35507  1.1e+14   471  0.9    63  0.20  0.01   249
 618  1.472  1.129  36428  5.1e+13   364  0.7    32  0.37  0.01   130
 619  0.387  0.851  48732  1.0e+14   465  0.9    70  0.08  0.01   213
 620  1.202  1.339  35075  7.8e+13   421  0.8    50  0.24  0.01    93
 621  0.081  0.126  49570  8.7e+13   439  0.8    43  0.12  0.01   236
 622  1.027  0.459   1781  2.0e+14   568  1.2    31  0.29  0.01    31
 623  0.095  0.012  45393  4.1e+13   340  0.7    27  0.41  0.01   251
 624  0.516  0.313  43946  1.6e+14   535  1.0    46  0.24  0.01   214
 625  1.377  1.304  48894  8.6e+13   437  0.8    35  0.21  0.01    87
 626  0.124  0.779  33185  1.2e+13   221  0.4    20  0.59  0.02   175
 627  0.210  0.031  31299  6.7e+13   398  0.8    33  0.34  0.01   149
 628  0.470  0.371  33712  2.7e+13   294  0.6    16  0.65  0.01    97
 629  0.417  0.530  36594  1.1e+14   475  0.9    41  0.18  0.01   233
 630  0.854  0.936  45862  1.3e+14   505  1.0    38  0.24  0.01   136
 631  0.161  0.088  48291  4.3e+14   753  1.5   224  0.07  0.01   535
 632  0.413  0.547  46431  8.0e+13   427  0.8    33  0.15  0.01   222
 633  0.280  1.006  27815  7.3e+13   409  0.8    26  0.31  0.01    65
 634  0.363  0.535  44185  4.3e+13   344  0.7    26  0.30  0.01   181
 635  0.162  0.326  33794     -1      -1   -1    -1    -1    -1   162
 636  0.498  0.190  33793  9.6e+13   449  0.9    40  0.18  0.01   218
 637  0.263  0.184  39728  1.8e+14   556  1.1    71  0.13  0.01   318
 638  1.170  0.199  44909  3.0e+13   305  0.6    24  0.20  0.01   399
 639  0.457  0.672  27435  1.1e+14   466  0.9    28  0.14  0.01   134
 640  0.980  0.839  45083  8.6e+13   435  0.8    37  0.54  0.01   162
 641  0.123  0.769  47190  7.5e+13   417  0.8    35  0.31  0.01   205
 642  1.101  0.837  46464  5.6e+13   378  0.7    27  0.36  0.01   138
 643  0.975  1.033  31236  1.5e+12   112  0.2     3  1.32  0.02    64
 644  0.546  0.392  44221  1.3e+14   504  1.0    46  0.16  0.01   293
 645  1.038  1.014  22808  7.8e+13   418  0.8    23  0.25  0.01    98
 646  1.034  0.044  32193  2.0e+14   576  1.1   100  0.15  0.01   307
 647  1.560  0.670  24387  3.2e+14   674  1.3    98  0.16  0.01   199
 648  0.184  1.463  35378  2.9e+14   650  1.3    76  0.21  0.01   105
 649  0.453  0.670  27495  1.5e+14   520  1.0    32  0.13  0.01   131
 650  0.808  1.486  29339  3.9e+13   332  0.7    26  0.32  0.01    33
 651  0.900  1.055  22026  7.0e+13   402  0.8    33  0.43  0.01    63
 652  0.092  1.176  42675  9.2e+13   445  0.9    59  0.31  0.01   126
 653  1.254  0.446  43468  1.0e+14   461  0.9    35  0.30  0.01   184
 654  0.177  1.498  19585  8.4e+13   428  0.9    21  0.20  0.01    24
 655  1.164  0.859  37311  1.6e+14   536  1.1    44  0.25  0.01   137
 656  0.071  0.438  49482  3.1e+14   669  1.3   100  0.08  0.01   307
 657  1.537  0.424  30759  2.6e+13   288  0.6     0  0.85  0.01   108
 658  1.318  0.278  49995  1.3e+14   505  1.0    41  0.15  0.01   168
 659  0.058  0.532  35163  1.9e+14   561  1.1    70  0.18  0.01   190
 660  0.011  0.464  32736  7.8e+13   420  0.8     0  0.64  0.01   156
 661  1.426  0.382  43745  6.7e+13   401  0.8    31  0.31  0.01   231
 662  0.910  0.481  34754  2.5e+13   286  0.6     0  0.84  0.01   108
 663  1.213  0.138  43511     -1      -1   -1    -1    -1    -1   148
 664  0.151  0.558  36555  1.5e+14   527  1.0    46  0.25  0.01   164
 665  0.106  0.731  44559  1.1e+14   471  0.9    39  0.18  0.01   199
 666  1.267  0.473  43755  4.0e+13   338  0.7    26  0.33  0.01   169
 667  0.498  0.264  17697  3.7e+14   705  1.4    97  0.22  0.01   128
 668  1.200  0.123  43381  1.8e+14   559  1.1    92  0.13  0.01   260
 669  0.737  0.520  36891     -1      -1   -1    -1    -1    -1   288
 670  1.505  0.197  49103  4.6e+13   354  0.7    47  0.33  0.01   248
 671  0.772  0.450  45130     -1      -1   -1    -1    -1    -1    91
 672  0.895  0.887  14259  1.1e+14   467  1.0    47  0.25  0.01    96
 673  0.355  0.205  34850  7.1e+13   408  0.8    31  0.34  0.01   181
 674  0.028  1.426   3208  6.2e+13   384  0.8    10  1.23  0.01    10
 675  1.017  0.867  16382  6.1e+13   384  0.8    22  0.44  0.01    56
 676  1.011  0.072  39079  6.3e+13   392  0.8    30  0.37  0.01   128
 677  1.275  0.216  41473  4.5e+13   349  0.7    45  0.37  0.01   242
 678  1.273  0.567  48241  3.8e+13   333  0.6    10  0.77  0.01   108
 679  1.023  0.816  47477  4.1e+13   339  0.7    26  0.28  0.01   127
 680  0.176  0.174  39442     -1      -1   -1    -1    -1    -1   285
 681  0.470  0.257  42002  9.3e+13   446  0.9    55  0.22  0.01   231
 682  0.746  0.111  48339  6.0e+13   388  0.8    43  0.35  0.01   132
 683  1.018  1.013  46515  5.6e+13   379  0.7    41  0.47  0.01    89
 684  0.644  0.149  44021  1.2e+13   226  0.4    12  0.82  0.02   188
 685  0.051  0.387  30685  3.3e+14   677  1.3   104  0.18  0.01   209
 686  1.269  0.492  38661  7.7e+13   419  0.8    34  0.24  0.01   207
 687  1.530  1.137  36202  3.0e+14   664  1.3    91  0.26  0.01   163
 688  0.760  1.272  28803  3.6e+13   323  0.6    30  0.54  0.01    58
 689  0.428  0.969  32950  8.1e+12   196  0.4     0  1.12  0.02    55
 690  1.557  0.149  44360  4.0e+13   338  0.7    29  0.31  0.01   312
 691  0.594  0.890  27672  2.7e+13   292  0.6    26  0.67  0.01    62
 692  0.053  1.112  44785  5.4e+13   373  0.7    28  0.23  0.01   127
 693  0.140  0.248  38169  3.2e+14   678  1.3    96  0.11  0.01   297
 694  1.225  0.296  49020  7.9e+13   425  0.8    35  0.17  0.01   393
 695  0.599  0.517  38737  3.4e+13   319  0.6    27  0.43  0.01   123
 696  1.257  0.329  40622  5.4e+13   372  0.7    35  0.34  0.01   178
 697  1.014  1.035  31187  1.3e+14   501  1.0    32  0.62  0.01    69
 698  0.145  1.377  36435  7.5e+13   414  0.8    36  0.23  0.01    57
 699  0.807  1.050  24700  6.2e+13   387  0.8    30  0.39  0.01    76
 700  1.527  0.173  46719  6.5e+13   398  0.8    42  0.17  0.01   305
 701  0.281  0.981  29172  1.3e+14   501  1.0    32  0.43  0.01    90
 702  0.576  1.154  43511  2.1e+13   270  0.5    16  0.16  0.01    94
 703  1.136  0.512  38126  2.9e+13   302  0.6    21  0.38  0.01   190
 704  0.085  0.850  43984  3.5e+13   322  0.6    26  0.26  0.01   142
 705  0.486  0.274  27745  1.6e+14   532  1.1    53  0.22  0.01   149
 706  0.725  0.529  36709  1.0e+14   459  0.9     9  0.57  0.01   207
 707  1.242  0.636  41569  1.2e+14   492  1.0    39  0.35  0.01   154
 708  1.113  0.421  24968  1.8e+14   554  1.1    40  0.09  0.01   136
 709  1.431  0.607  32213  5.0e+13   361  0.7    33  0.34  0.01   218
 710  0.041  0.555  24332  9.6e+13   447  0.9    43  0.44  0.01    89
 711  0.191  1.141  22689  1.2e+14   483  1.0    46  0.27  0.01    67
 712  1.061  0.919  46492  1.5e+14   529  1.0    36  0.26  0.01   171
 713  1.134  0.398  42194  1.0e+14   457  0.9    38  0.37  0.01   129
 714  0.300  0.224  41119  9.3e+13   446  0.9    65  0.41  0.01   179
 715  0.597  0.029  41890  2.1e+13   270  0.5    10  0.63  0.01   390
 716  1.386  1.067  46468  5.4e+13   373  0.7    24  0.21  0.01   195
 717  0.947  0.932  41539  1.2e+14   484  0.9    49  0.29  0.01   142
